url,nazev,nace,ulice_cp,psc_obec,souradnice,adm,prikon,paliva,nox,co,voc,tzl,so2,ostatni,amoniak,co2
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/730590013_CZ.html,AAA AUTO International Praha - lakovna,451100,Dopraváků 723/1,184 00 Praha,"50° 8´ 13.890"" sš 14° 26´ 53.171"" vd",22341609,"0,7",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,066","0,003","0,278",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727878391_CZ.html,ABB s.r.o. - Polovodiče,271200,Novodvorská 1768/138a,142 21 Praha,"50° 1´ 40.854"" sš 14° 25´ 55.702"" vd",25206257,"3,8","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,332","0,007","3,419","0,006",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731280711_CZ.html,"AF BKK, s.r.o.",181200,Podkovářská 674/2,190 00 Praha,"50° 6´ 13.123"" sš 14° 30´ 50.482"" vd",22545883,,,n/a,n/a,"2,032",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119803082_CZ.html,"AGAGA, s.r.o. - hotel Boscolo",551010,Senovážné náměstí 991/13,110 00 Praha,"50° 5´ 10.515"" sš 14° 26´ 1.861"" vd",21708053,"2,2","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,475","0,117",n/a,"0,007","0,003","0,023",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731280551_CZ.html,"AGMA, a.s. - slévárna neželezných kovů",245400,Kolbenova 159/5,190 00 Praha,"50° 6´ 39.037"" sš 14° 30´ 28.623"" vd",22541918,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,527","0,062",n/a,"0,533","0,002","0,012",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728220393_CZ.html,"AHOLD Czech Republic, a.s. - obchodní dům Albert 198",471100,Roztylská 2321/19,148 00 Praha,"50° 1´ 52.349"" sš 14° 29´ 24.995"" vd",26224186,"1,9",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310098232_CZ.html,"AHOLD Czech Republic, a.s. - Praha, Fajtlova",471100,Fajtlova 1090/1,161 00 Praha,"50° 5´ 38.461"" sš 14° 17´ 26.915"" vd",26655241,"2,6","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,080","0,020",n/a,"0,002","0,000","0,004",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/793260053_CZ.html,"AHOLD Czech Republic, a.s. - Praha, Řevnická 121/1",471100,Řevnická 121/1,155 21 Praha,"50° 3´ 15.557"" sš 14° 17´ 19.077"" vd",25671944,"0,6",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/643770223_CZ.html,"AKONTEXT, společnost s ručením omezeným",181200,Jiřího ze Vtelna 1731/11,193 00 Praha,"50° 6´ 59.060"" sš 14° 36´ 29.458"" vd",22446656,,,n/a,n/a,"1,836",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/729050113_CZ.html,AKVAMARÍN BETA - Anděl Park,682020,Radlická 3201/14,150 00 Praha,"50° 4´ 13.935"" sš 14° 24´ 3.755"" vd",26157438,"2,3","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,168","0,041",n/a,"0,003","0,001","0,008",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727540023_CZ.html,ALBE PRAHA s.r.o. - chemická čistirna Čáslavská,960100,Čáslavská 1791/1,130 00 Praha,"50° 4´ 32.900"" sš 14° 27´ 36.731"" vd",21762848,,,n/a,n/a,"0,342",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727020251_CZ.html,ALBE PRAHA s.r.o. - chemická čistírna Martinská,960100,Martinská 416/10,110 00 Praha,"50° 4´ 59.391"" sš 14° 25´ 12.306"" vd",21719641,,,n/a,n/a,"0,533",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731380631_CZ.html,ALNA-CZECH s.r.o. - rychločistírna oděvů Praha-Prosek,960100,Vysočanská 382/20,190 00 Praha,"50° 7´ 10.046"" sš 14° 29´ 56.944"" vd",22505377,,,n/a,n/a,"0,046",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/729050791_CZ.html,Anděl Investment Praha - kotelna a náhradní zdroj,551010,Stroupežnického 3181/21,150 00 Praha,"50° 4´ 15.061"" sš 14° 24´ 9.831"" vd",25671090,"9,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,206","0,002",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310007972_CZ.html,"ANESO, s.r.o. - kotelna - Praha, Kladenská",683200,Kladenská 57/87,160 00 Praha,"50° 5´ 44.009"" sš 14° 21´ 26.612"" vd",22284621,"1,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,106","0,002",n/a,"0,002","0,000","0,006",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/729410083_CZ.html,ARGO Alpha s.r.o. - budova ARGO,682000,Evropská 846/176a,160 00 Praha,"50° 5´ 43.364"" sš 14° 20´ 24.416"" vd",27872327,"2,5","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,155","0,039",n/a,"0,002","0,002","0,007",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310059172_CZ.html,"Armáda spásy v České republice, z. s. - Praha, Tusarova",949900,Tusarova 1271/60,170 00 Praha,"50° 6´ 6.559"" sš 14° 27´ 14.302"" vd",22309179,"0,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,014","0,000",n/a,"0,000","0,000","0,004",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731430063_CZ.html,ASE-MC s.r.o.,256100,Beranových 130,199 00 Praha,"50° 7´ 58.413"" sš 14° 30´ 51.399"" vd",22492771,,,n/a,n/a,"0,001",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310001522_CZ.html,"ASKO a.s. - Praha, Františka Diviše 984",467300,Františka Diviše 984,104 00 Praha,"50° 2´ 17.260"" sš 14° 34´ 43.770"" vd",22727710,,,n/a,n/a,n/a,"0,099",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727180321_CZ.html,ASTERA s.r.o. - čistírna oděvů,960100,Jindřišská 901/5,110 00 Praha,"50° 5´ 0.000"" sš 14° 25´ 37.296"" vd",21707103,,,n/a,n/a,"0,078",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731430043_CZ.html,"ASTRON studio CZ, a.s.",181300,Veselská 699,199 00 Praha,"50° 8´ 32.512"" sš 14° 31´ 4.013"" vd",26136678,,,n/a,n/a,"6,465",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728160203_CZ.html,ATALIAN CZ s.r.o. D.A  OC Chodov,812900,Roztylská 2321/19,148 00 Praha,"50° 1´ 52.349"" sš 14° 29´ 24.995"" vd",26224186,"7,2",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727750543_CZ.html,ATALIAN CZ s.r.o. DA BBC Alpha,812900,Vyskočilova 1461/2a,140 00 Praha,"50° 2´ 51.703"" sš 14° 27´ 15.555"" vd",25917862,"0,2",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728160213_CZ.html,"ATALIAN CZ s.r.o. D.A GEMINI A, B",812900,Na Pankráci 1683/127,140 00 Praha,"50° 3´ 7.056"" sš 14° 26´ 23.820"" vd",25185802,"1,4",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728730143_CZ.html,ATALIAN CZ s.r.o. PK a DA  AVIATIKA,812900,U Trezorky 921/2,158 00 Praha,"50° 3´ 21.558"" sš 14° 22´ 31.167"" vd",73936057,"5,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,310","0,051",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071083_CZ.html,ATALIAN CZ s.r.o. PK a DA  KB Václavské nám.,812900,Václavské náměstí 796/42,110 00 Praha,"50° 4´ 52.278"" sš 14° 25´ 37.543"" vd",21705992,"10,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,731","0,121",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/730890303_CZ.html,ATALIAN CZ s.r.o. PK a DA BBC,812900,Chlumčanského 497/5,180 00 Praha,"50° 6´ 52.743"" sš 14° 28´ 3.404"" vd",22731750,"1,1",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,109","0,018",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071073_CZ.html,ATALIAN CZ s.r.o. PK a DA KB Na Příkopě,812900,Na příkopě 969/33,110 00 Praha,"50° 5´ 13.481"" sš 14° 25´ 39.607"" vd",21726167,"2,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,298","0,049",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731280213_CZ.html,ATALIAN CZ s.r.o. PK a DA KB nám. OSN,812900,náměstí Organizace spojených národů 844/1,190 00 Praha,"50° 6´ 31.278"" sš 14° 30´ 8.350"" vd",22547461,"6,1","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,374","0,062",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728730153_CZ.html,ATALIAN CZ s.r.o. PK a DA MECHANICA 1,812900,Walterovo náměstí 329/1,158 00 Praha,"50° 3´ 22.341"" sš 14° 22´ 22.938"" vd",77891457,"4,5",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,044","0,041",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728730163_CZ.html,ATALIAN CZ s.r.o. PK a DA MECHANICA 2,812900,Walterovo náměstí 329/3,158 00 Praha,"50° 3´ 23.563"" sš 14° 22´ 17.393"" vd",77891678,"1,5",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,024","0,004",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071123_CZ.html,ATALIAN CZ s.r.o. PK a DA MOTEL ONE,812900,Na poříčí 1048/28,110 00 Praha,"50° 5´ 23.122"" sš 14° 26´ 3.379"" vd",21708738,"2,1",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,162","0,027",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071113_CZ.html,ATALIAN CZ s.r.o. PK a DA OC Florentinum,812900,Na Florenci 2116/15,110 00 Praha,"50° 5´ 20.966"" sš 14° 26´ 7.124"" vd",42793335,"8,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,527","0,087",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728730173_CZ.html,ATALIAN CZ s.r.o. PK a DA WALTER,812900,Walterovo náměstí 329/2,158 00 Praha,"50° 3´ 22.148"" sš 14° 22´ 19.680"" vd",22014489,"1,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,072","0,012",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071053_CZ.html,ATALIAN CZ s.r.o. PK Hotel Na Poříčí 5,812900,Na poříčí 1076/5,110 00 Praha,"50° 5´ 21.611"" sš 14° 25´ 51.383"" vd",21709041,"1,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,270","0,045",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/918200113_CZ.html,ATALIAN CZ s.r.o. PK Hotel NOVOTEL,812900,Kateřinská 1476/38,120 00 Praha,"50° 4´ 28.575"" sš 14° 25´ 38.597"" vd",25390392,"1,8",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,279","0,046",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727071093_CZ.html,ATALIAN CZ s.r.o. PK Stará Celnice,812900,V celnici 1031/4,110 00 Praha,"50° 5´ 17.381"" sš 14° 25´ 49.306"" vd",22700404,"1,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,385","0,064",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310056172_CZ.html,ATAR s.r.o.,683100,Nademlejnská 600/1,198 00 Praha,"50° 6´ 6.655"" sš 14° 31´ 40.662"" vd",22425365,"1,1",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,095","0,016",n/a,"0,000","0,000","0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731567991_CZ.html,AUTO ELSO s.r.o.,452000,Cukrovarská 900/10,196 00 Praha,"50° 9´ 3.782"" sš 14° 31´ 5.252"" vd",26019507,,,n/a,n/a,"0,096",n/a,n/a,"0,175",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727410531_CZ.html,"AUTO JAROV, s.r.o.",451100,Osiková 2688/2,130 00 Praha,"50° 5´ 25.703"" sš 14° 29´ 56.910"" vd",21796947,"0,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,136","0,033","2,536",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728760013_CZ.html,AUTO JEREMIÁŠOVA s.r.o. - lakovna,452000,Weberova 1234/1a,150 00 Praha,"50° 4´ 23.603"" sš 14° 21´ 10.576"" vd",25451782,,,n/a,n/a,"1,553",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727991001_CZ.html,Auto Palace Spořilov s.r.o.,451100,Na Chodovci 2457/1,141 00 Praha,"50° 3´ 1.865"" sš 14° 28´ 51.178"" vd",21994625,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,050","0,009","2,871","0,120","0,000","0,001",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/755540711_CZ.html,AUTO STYL a. s. Praha,451100,Jeremiášova 1115/3,155 00 Praha,"50° 2´ 22.300"" sš 14° 19´ 38.476"" vd",22741861,"0,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,039","0,009","1,052","0,001",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/730628651_CZ.html,AUTOAVANT DRUŽSTVO - autoservis,452000,Ďáblická 553/2,182 00 Praha,"50° 7´ 55.008"" sš 14° 28´ 47.724"" vd",22395661,"0,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,024","0,004","0,686","0,001",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/319900782_CZ.html,AUTODRUŽSTVO PODBABSKÁ,452000,Pod Paťankou 217/1,160 00 Praha,"50° 6´ 52.454"" sš 14° 23´ 30.617"" vd",22187448,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,075","0,013","0,308",n/a,n/a,"0,758",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731280701_CZ.html,Autodružstvo Praha,452000,Spojovací 783/41,190 00 Praha,"50° 5´ 51.961"" sš 14° 29´ 53.570"" vd",22546898,"1,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,151","0,006","0,374",n/a,n/a,"0,458",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119805582_CZ.html,"Autosalon Klokočka Centrum, a.s. - provozovna Barrandov",451100,Borského 989/1,152 00 Praha,"50° 2´ 0.699"" sš 14° 22´ 56.213"" vd",22703454,,,n/a,n/a,"0,381",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/729700491_CZ.html,"Autosalon Klokočka Centrum a.s., provozovna Karlovarská",451100,Karlovarská 660/117,163 00 Praha,"50° 4´ 36.169"" sš 14° 17´ 55.184"" vd",22766103,"0,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,093","0,023","0,515",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119812352_CZ.html,Autoservis Hoffmann s.r.o.,452000,Průmyslová 1577,198 00 Praha,"50° 5´ 6.683"" sš 14° 32´ 26.640"" vd",27211398,,,n/a,n/a,"0,242",n/a,n/a,"0,209",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/782370191_CZ.html,"AUTO-Tech Vinoř, s.r.o. - Praha 9",293200,Lohenická 112,190 17 Praha,"50° 8´ 59.058"" sš 14° 35´ 8.757"" vd",22537040,"0,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,006","0,001","1,077",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728611001_CZ.html,"AUTOTRIO PRAHA, s.r.o. - servis",452000,Vzpoury 145/3,143 00 Praha,"49° 59´ 43.040"" sš 14° 24´ 23.897"" vd",21941513,,,"0,043","0,011",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310069582_CZ.html,AUTOVARS a.s.,451100,Jankovcova 1535/2a,170 00 Praha,"50° 6´ 16.405"" sš 14° 27´ 27.187"" vd",25120565,,,n/a,n/a,"1,173",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/731430831_CZ.html,AVIA ASHOK LEYLAND MOTORS s.r.o.,291000,Beranových 140,199 00 Praha,"50° 8´ 33.446"" sš 14° 30´ 57.417"" vd",22492879,"11,6",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310068902_CZ.html,"Avia Propeller, s.r.o.",303000,Beranových 666,199 00 Praha,"50° 8´ 9.180"" sš 14° 30´ 58.300"" vd",25406183,,,"0,024",n/a,"0,410","0,005","0,068","0,003875",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310037512_CZ.html,"AXA penzijní fond a.s. - Praha 2, Lazarská",663000,Lazarská 13/8,120 00 Praha,"50° 4´ 44.409"" sš 14° 25´ 17.329"" vd",21727694,"1,3","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,103","0,025",n/a,"0,001","0,001","0,005",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727120013_CZ.html,BA Betriebsobjekte Praha s.r.o.,682020,Revoluční 724/7,120 00 Praha,"50° 5´ 24.893"" sš 14° 25´ 39.318"" vd",n/a,"0,8",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,049","0,022",n/a,"0,004",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310046822_CZ.html,Balírny Praha - Holešovice s.r.o. - Pražička kávy - Praha,108300, 1366,170 00 Praha,"50° 6´ 35.975"" sš 14° 27´ 23.798"" vd",22310533,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310051792_CZ.html,"BAUMIT, spol. s r.o. - Praha 9, Cukrovarská",236400,Cukrovarská 864/9,196 00 Praha,"50° 9´ 8.534"" sš 14° 30´ 52.837"" vd",25065947,,,"0,849","3,332",n/a,"0,521","0,220",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119814392_CZ.html,BB C - Building BETA - DA,682020,Vyskočilova 1481/4,140 00 Praha,"50° 2´ 52.321"" sš 14° 27´ 21.629"" vd",26142082,"0,8",,"0,000","0,000",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/727020183_CZ.html,Bc. Ludmila Brázdová,471000,Na příkopě 388/1,110 00 Praha,"50° 5´ 3.607"" sš 14° 25´ 24.449"" vd",21719250,"0,8",zemní plyn (průměrná výhř. 34050 kJ/m3),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728760073_CZ.html,BENDIX SERVIS s.r.o.,469000,Plzeňská 222/51,150 00 Praha,"50° 4´ 18.220"" sš 14° 23´ 20.019"" vd",22019715,,,n/a,n/a,"0,410",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/732450083_CZ.html,"BETONBAU,  s.r.o. - nanášení NH a truhlárna",236100,Průmyslová 698/5a,108 00 Praha,"50° 5´ 1.300"" sš 14° 32´ 10.930"" vd",41302907,,,n/a,n/a,"1,135",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310053982_CZ.html,"Bezpečnostní informační služba - Praha, Nárožní",842400,Nárožní 1111/2,158 00 Praha,"50° 3´ 15.749"" sš 14° 20´ 12.328"" vd",22738304,"6,7","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,109","0,052","0,013","0,002","0,002","0,009",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/728220243_CZ.html,Bilfinger HSG Technologies and Facility Management s.r.o. - V Parku 2308/10 SO.07,432200,V parku 2308/10,148 00 Praha,"50° 1´ 40.745"" sš 14° 29´ 37.636"" vd",25971701,"0,5",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310067472_CZ.html,"Bodycote HT s.r.o. - Praha 5, Křížová",256100,Křížová 1018/6,150 00 Praha,"50° 3´ 16.985"" sš 14° 24´ 18.881"" vd",22085254,,,"0,471","5,677",n/a,n/a,n/a,"0,243",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/732450981_CZ.html,BORGIS a.s. - Tiskárna NEOTYPIA,581300,U Stavoservisu 527/1,108 00 Praha,"50° 4´ 38.462"" sš 14° 32´ 12.351"" vd",22591061,,,n/a,n/a,"4,434",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310063392_CZ.html,"Bredovský Dvůr Centre v.o.s. - Praha 1, Olivova",682000,Olivova 2096/4,110 00 Praha,"50° 4´ 58.499"" sš 14° 25´ 49.343"" vd",25463471,"2,5",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,110","0,080",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/738620331_CZ.html,"BRUDRA s.r.o. - Energo Brudra, závod Radotín - mimo provoz",464200,Výpadová 1335,153 00 Praha,"49° 59´ 20.683"" sš 14° 22´ 31.517"" vd",22057757,"21,0",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/738620691_CZ.html,"BRUDRA s.r.o. - teplárna Radotín, Praha 5",464200,Výpadová (bez čísla popisného),153 00 Praha,"49° 59´ 20.683"" sš 14° 22´ 31.517"" vd",22057757,"15,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"1,543","0,000",n/a,"0,021","0,002","0,025",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119814462_CZ.html,Budějovická Alej s.r.o. - dieselagregát,682020,Antala Staška 2027/79,140 00 Praha,"50° 2´ 34.124"" sš 14° 26´ 55.828"" vd",26165368,"0,5",nafta,"0,000","0,000",n/a,"0,000","0,000","0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310014202_CZ.html,"Calamarus, s.r.o. - Praha 9, Pod Táborem",181200,Pod Táborem 54/10,190 00 Praha,"50° 5´ 30.785"" sš 14° 30´ 48.460"" vd",22457739,,,n/a,n/a,"0,132",n/a,n/a,"0,362",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310097472_CZ.html,"CARent Praha s.r.o. - lakovna - Praha, K učilišti",451100,K učilišti 303/27,102 00 Praha,"50° 4´ 23.177"" sš 14° 33´ 5.363"" vd",22700439,"2,1",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,160","0,020","1,192","0,000","0,000","0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310094972_CZ.html,Caverion Česká republika s.r.o. - I.P. Pavlova,683200,5/1789,120 00 Praha,"50° 4´ 29.962"" sš 14° 25´ 47.414"" vd",n/a,"2,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,144","0,037",n/a,"0,004",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/310096492_CZ.html,Caverion Česká republika s.r.o. - Palladium,683200,1/1078,110 00 Praha,"50° 5´ 23.547"" sš 14° 25´ 47.359"" vd",n/a,"9,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,326","0,023",n/a,"0,004",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/732150023_CZ.html,CE Colo Czech s.r.o.,631100,Nad elektrárnou 1428/47,101 00 Praha,"50° 3´ 36.898"" sš 14° 28´ 58.312"" vd",26161371,"20,2",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119808072_CZ.html,"CEMEX Czech Republic, s.r.o. - betonárna Horní Počernice",236300,Lukavecká 1732,193 00 Praha,"50° 7´ 8.220"" sš 14° 37´ 0.570"" vd",22446664,,,n/a,n/a,n/a,"0,016",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ010/119808082_CZ.html,"CEMEX Czech Republic, s.r.o. - betonárna Libuš",236300,Dobronická,146 00 Praha,"50° 0´ 44.852"" sš 14° 28´ 9.745"" vd",n/a,"0,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,015","0,004",n/a,"0,006","0,000","0,001",n/a,n/a
