url,nazev,nace,ulice_cp,psc_obec,souradnice,adm,prikon,paliva,nox,co,voc,tzl,so2,ostatni,amoniak,co2
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/751248161_CZ.html,AGROPELLETS s.r.o. - provozovna Smržice,351100,U hřiště 320,798 17 Smržice,"49° 30´ 45.030"" sš 17° 6´ 26.732"" vd",30894531,"4,4",bioplyn,"19,102","35,065",n/a,"0,035","2,481",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/755280013_CZ.html,"AGROS HANÁ, s.r.o. - sušička zrnin",011100,143,798 41 Stařechovice,"49° 31´ 58.391"" sš 17° 3´ 36.259"" vd",10612181,,,"0,019","0,007",n/a,"0,671",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490203_CZ.html,"AHOLD Czech Republic, a.s. - Prostějov, Plumlovská 456",471100,Plumlovská 456,796 04 Prostějov,"49° 28´ 24.227"" sš 17° 4´ 50.224"" vd",26242290,"1,6","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,101","0,003",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/785800013_CZ.html,Alena Sekaninová Kompostárna,011000,,798 12 Vrbátky,"49° 30´ 55.165"" sš 17° 11´ 27.037"" vd",n/a,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000",n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803462_CZ.html,ALPER a.s. - provozovna Prostějov,255000,Vrahovická 4530,796 01 Prostějov,"49° 28´ 35.103"" sš 17° 7´ 26.320"" vd",28000480,,,"0,014","0,485",n/a,"0,173",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710804332_CZ.html,"AMF Reece CR, s.r.o. - areál",289400,Tovární 837/9c,798 11 Prostějov,"49° 28´ 47.408"" sš 17° 8´ 4.847"" vd",27503704,"1,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,126","0,057",n/a,"0,016",n/a,"0,208",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803682_CZ.html,AQUA - STYL spol. s r.o.,281300,U cihelny 438/6,796 07 Držovice,"49° 29´ 33.647"" sš 17° 8´ 6.543"" vd",25413007,,,"0,005",n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870052_CZ.html,ARCOS FM CZ s.r.o. - OBI Prostějov,683200,Konečná 4564/10,796 01 Prostějov,"49° 28´ 55.483"" sš 17° 7´ 33.461"" vd",28315839,"0,6",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/619340013_CZ.html,"ARMEX Oil, s.r.o. - sklad MN a MEŘO - Čelechovice na Hané",467100,Cukrovarská,798 16 Čelechovice na Hané,"49° 30´ 50.043"" sš 17° 5´ 32.996"" vd",n/a,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490343_CZ.html,ATALIAN CZ s.r.o. DA Čsp. Prostějov,812900,Knihařská 137/10,796 01 Prostějov,"49° 28´ 17.058"" sš 17° 6´ 32.651"" vd",24805556,"0,4",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800942_CZ.html,AXTONE s.r.o. - Prostějov,255000,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,,,"0,018","0,068",n/a,"0,041",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800632_CZ.html,Benedikt Lavrinčík - Bentrans - dřevovýroba Němčice nad Hanou,161000,Tyršova 629,798 27 Němčice nad Hanou,"49° 20´ 43.199"" sš 17° 12´ 39.457"" vd",25259423,"0,4",dřevní biomasa,"0,036","0,114",n/a,"0,060",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/736580013_CZ.html,BPS Ptení s.r.o. - bioplynová stanice,351000,350,798 43 Ptení,"49° 30´ 51.979"" sš 16° 57´ 52.820"" vd",30873088,"1,3",bioplyn,"16,840","21,040",n/a,"0,067",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/646710013_CZ.html,"CROPAGRO, s.r.o. - provozovna Kobeřice",011100,100,798 07 Hradčany-Kobeřice,"49° 22´ 15.869"" sš 17° 7´ 1.745"" vd",25980246,"1,3",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/785820061_CZ.html,Cukrovar Vrbátky a.s.,108100,65,798 13 Vrbátky,"49° 30´ 21.931"" sš 17° 12´ 12.088"" vd",10643664,"36,0","bioplyn, hnědé uhlí tříděné","23,852","7,252",n/a,"4,860","102,150",n/a,"0,001",n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870122_CZ.html,"CZ JYDERUP, s.r.o.",162900,Háj 323,798 12 Kralice na Hané,"49° 27´ 55.278"" sš 17° 9´ 28.748"" vd",25931539,"0,9",,n/a,n/a,n/a,"0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490193_CZ.html,Česká telekomunikační infrastruktura a.s. - PV0011_NPZ,611000,Újezd 4012/10,796 01 Prostějov,"49° 28´ 16.880"" sš 17° 7´ 0.330"" vd",25782142,"0,8",nafta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733690013_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka nemocnice Prostějov",351100,Mathonova 291/1,796 04 Prostějov,"49° 28´ 32.439"" sš 17° 5´ 17.903"" vd",25578316,"3,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"5,302","0,534",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733690033_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka Prostějov - Krasická",351100,Moravská,796 01 Prostějov,"49° 28´ 3.792"" sš 17° 5´ 8.544"" vd",n/a,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,566","0,071",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490363_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka Prostějov - Mozartova",351100,Stanislava Manharda,796 01 Prostějov,"49° 28´ 0.345"" sš 17° 6´ 23.389"" vd",n/a,"3,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"1,379","0,150",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490373_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka Prostějov - Sídliště Svobody",351100,Bohumíra Šmerala,796 01 Prostějov,"49° 28´ 2.748"" sš 17° 5´ 46.392"" vd",n/a,"3,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"1,798","0,098",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490353_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka Prostějov - Tylova",351100,Tylova,796 01 Prostějov,"49° 28´ 1.430"" sš 17° 6´ 49.007"" vd",n/a,"2,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,829","0,063",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490183_CZ.html,"ČEZ Energo, s.r.o. - kogenerační jednotka sladovny Prostějov",351100,Průmyslová 2170/12,796 01 Prostějov,"49° 28´ 31.945"" sš 17° 7´ 59.340"" vd",24827827,"4,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"7,623","0,689",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710802342_CZ.html,"Domov seniorů Prostějov, p.o. - kotelna",873010,Nerudova 1666/70,796 01 Prostějov,"49° 28´ 34.554"" sš 17° 6´ 1.162"" vd",24822434,"1,0",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,004","0,001",n/a,"0,000","0,000","0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490241_CZ.html,Domovní správa Prostějov - plynová kotelna Kostelecká,353020,Kostelecká,796 01 Prostějov,"49° 28´ 40.239"" sš 17° 6´ 22.104"" vd",n/a,"5,8",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,179","0,006",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490271_CZ.html,Domovní správa Prostějov - plynová kotelna sídliště Mozartova,353020,Stanislava Manharda,796 01 Prostějov,"49° 28´ 0.345"" sš 17° 6´ 23.389"" vd",n/a,"7,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,619","0,036",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490161_CZ.html,Domovní správa Prostějov - plynová kotelna Sídliště Svobody,353020,Bohumíra Šmerala,796 01 Prostějov,"49° 28´ 2.748"" sš 17° 5´ 46.392"" vd",n/a,"8,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,882","0,029",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490231_CZ.html,Domovní správa Prostějov - plynová kotelna Tylova,353020,Tylova,796 01 Prostějov,"49° 28´ 1.430"" sš 17° 6´ 49.007"" vd",n/a,"6,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,710","0,024",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800032_CZ.html,"Domovní správa Prostějov, s.r.o. - sídl. E. Beneše",353020,sídl. E. Beneše 7/36,796 01 Prostějov,"49° 28´ 50.759"" sš 17° 6´ 58.600"" vd",n/a,"5,2",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,604","0,078",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870252_CZ.html,"DT - Výhybkárna a strojírna, a.s.",302000,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,,,"0,027","0,011",n/a,"0,973",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733491411_CZ.html,"DT Mostárna, a.s. - lakovna",251100,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,"1,7",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,139","0,079","5,717","0,045","0,000","0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490163_CZ.html,"DTPV - Servisní, s. r. o.",351400,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,"1,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,183","0,659",n/a,"0,002","0,001",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/751248171_CZ.html,ECO Finance Group s.r.o. - provozovna Smržice,711000,U hřiště 320,798 17 Smržice,"49° 30´ 45.030"" sš 17° 6´ 26.732"" vd",30894531,,,n/a,n/a,n/a,"0,013",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/699870013_CZ.html,"EFETI, spol. s r.o.",259400,529,798 02 Mostkovice,"49° 28´ 57.982"" sš 17° 2´ 38.910"" vd",18582753,,,n/a,n/a,n/a,"0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/774700013_CZ.html,ELMO-PLAST a.s.,222100,171,798 04 Alojzov,"49° 25´ 18.256"" sš 17° 2´ 23.378"" vd",10625526,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/785530013_CZ.html,Futures Contproduct s.r.o. - povrchové úpravy,251100,121,798 08 Vranovice-Kelčice,"49° 24´ 1.585"" sš 17° 5´ 50.553"" vd",10638628,"0,7",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,039","0,010","0,510",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800382_CZ.html,GALA a.s. - Prostějov,151200,Západní 1/75,796 04 Prostějov,"49° 28´ 5.468"" sš 17° 5´ 1.444"" vd",24791504,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,136","0,033","0,788",n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710801872_CZ.html,Galva  s.r.o.  Držovice,256100,Na trávníku 414,796 07 Držovice,"49° 29´ 15.437"" sš 17° 8´ 14.007"" vd",24791334,,,n/a,n/a,n/a,n/a,n/a,"0,442000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733498141_CZ.html,Gama Investment a.s. - Špičkový zdroj č. 1,351200,Rovná 4615,796 01 Prostějov,"49° 27´ 43.783"" sš 17° 8´ 35.987"" vd",41919424,"146,2","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/721960013_CZ.html,"GREWIS, s.r.o.",259300,Boskovická 617,798 03 Plumlov,"49° 28´ 3.559"" sš 17° 0´ 18.587"" vd",25953737,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/648618111_CZ.html,Haná ZZ s.r.o. - provozovna Hrubčice,010000,,798 21 Hrubčice,"49° 26´ 55.430"" sš 17° 11´ 59.055"" vd",n/a,"2,8",bioplyn,"12,999","18,759",n/a,"0,013","3,734",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803022_CZ.html,"HANAKOV, spol. s r.o. - povrchová úprava kovových konstrukcí",271100,Pod Kosířem 3127/74,796 01 Prostějov,"49° 29´ 6.442"" sš 17° 6´ 29.040"" vd",24838063,,,n/a,n/a,"1,370","1,141",n/a,"0,098600000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710802482_CZ.html,"HASPO, spol. s r.o. - stříkací kabina",289900,U Spalovny 4223/5,796 01 Prostějov,"49° 27´ 48.974"" sš 17° 8´ 18.834"" vd",25339699,,,n/a,n/a,"0,091","0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800252_CZ.html,"Hospodářské družstvo Určice, družstvo - farma Určice",015000,463,798 04 Určice,"49° 25´ 47.466"" sš 17° 5´ 4.438"" vd",26982331,"1,7",bioplyn,"10,331","16,133",n/a,"0,302",n/a,"0,162000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490041_CZ.html,HŽP a.s. - Prostějov,259300,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,"2,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"6,235","4,044","9,966","0,077",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/736580151_CZ.html,"Javořice, a.s. - Ptení",161000,100,798 43 Ptení,"49° 31´ 36.899"" sš 16° 57´ 37.109"" vd",10592326,"13,3",dřevní biomasa,"8,280","38,962",n/a,"8,774","0,499",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710800592_CZ.html,Kámen Brno spol. s r.o. - kamenolom Kobeřice,081200,,798 07 Hradčany-Kobeřice,"49° 22´ 13.630"" sš 17° 6´ 29.816"" vd",n/a,,,n/a,n/a,n/a,"11,414",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710802372_CZ.html,Kaufland ČR v.o.s. - Prostějov I,471100,Okružní 4262/10,796 01 Prostějov,"49° 27´ 44.758"" sš 17° 7´ 4.319"" vd",25339923,"1,4","nafta, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,087","0,009",n/a,"0,003","0,001",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/670150013_CZ.html,KDK Mechanik s.r.o.,251100,Sportovní 863,798 41 Kostelec na Hané,"49° 30´ 49.617"" sš 17° 3´ 49.601"" vd",25965379,,,n/a,n/a,"1,192","0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870682_CZ.html,"KOŠ a spol., pila a obchod s dřevem spol.s.r.o.",162300,Kojetínská,796 01 Prostějov,"49° 27´ 58.162"" sš 17° 8´ 12.531"" vd",n/a,,,n/a,n/a,n/a,"0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490383_CZ.html,KOVO - LAKO s.r.o.,250000,Vrahovická,796 01 Prostějov,"49° 28´ 31.436"" sš 17° 7´ 45.539"" vd",25470027,,,n/a,n/a,n/a,"0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710300022_CZ.html,"Kovo Konice v.d. - Konice, Husova",271100,Husova 505,798 52 Konice,"49° 35´ 46.564"" sš 16° 52´ 45.264"" vd",10492330,,,n/a,n/a,"1,458",n/a,n/a,"0,932",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710804752_CZ.html,KOVOT INVEST s.r.o. - lakovna práškových plastů Stařechovice,282200, 70,798 41 Stařechovice,"49° 32´ 24.978"" sš 17° 2´ 54.820"" vd",10610766,,,n/a,n/a,"0,408",n/a,n/a,"0,017",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733491261_CZ.html,"LACHMAN INTERIER DESIGN, s.r.o.",310900,Plumlovská 522/44,796 01 Prostějov,"49° 28´ 21.439"" sš 17° 6´ 5.591"" vd",24810347,"0,4",dřevní biomasa,"2,892","0,677","0,698","0,502","0,086","0,080",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490243_CZ.html,lakovna ADECOLOR s.r.o.,433420,Průmyslová 4337/14e,796 01 Prostějov,"49° 28´ 18.610"" sš 17° 8´ 11.638"" vd",25610031,,,n/a,n/a,n/a,n/a,n/a,"0,003",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/632760013_CZ.html,lakovna Buriánek,256100,U hřbitova 460/9A,796 07 Držovice,"49° 29´ 18.884"" sš 17° 8´ 26.065"" vd",30594260,,,n/a,n/a,n/a,"0,000",n/a,"0,009",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490283_CZ.html,LAKUM-GALMA a.s.,256100,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,"0,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,035","0,000",n/a,n/a,n/a,"0,009",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803812_CZ.html,"Lankwitzer ČR, spol. s r.o.",467300,Průmyslová 4393/1a,796 01 Prostějov,"49° 28´ 10.425"" sš 17° 7´ 52.591"" vd",26078937,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/672440013_CZ.html,LINAPLAST s.r.o.,222900,Sportovní 313,798 12 Kralice na Hané,"49° 27´ 47.917"" sš 17° 11´ 3.313"" vd",10506900,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803332_CZ.html,"MAEN, spol. s r.o. - skládka KO Novosady",351100,Novosady 616,798 27 Němčice nad Hanou,"49° 21´ 16.790"" sš 17° 11´ 47.149"" vd",10536787,"0,9",skládkový plyn,"2,256","3,836",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733498031_CZ.html,"MAIER CZ, s.r.o.",222900,Průmyslová,796 01 Prostějov,"49° 28´ 16.426"" sš 17° 8´ 22.645"" vd",n/a,"3,6",zemní plyn (průměrná výhř. 34050 kJ/m3),"6,469","0,039","8,131",n/a,"8,410","1,170000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870612_CZ.html,MAKOVEC a.s.,101100,Za Olomouckou 487,796 07 Držovice,"49° 29´ 6.167"" sš 17° 7´ 21.492"" vd",28202732,"1,7",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,036","0,011",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870782_CZ.html,MAKOVEC a.s.,101100,Zákantí 153,798 41 Smržice,"49° 30´ 23.799"" sš 17° 6´ 10.164"" vd",10604804,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870582_CZ.html,MAKOVEC a.s. - Jateční závod MAKOVEC a.s. Kostelec na Hané,101100,Smržická 537,798 41 Kostelec na Hané,"49° 30´ 35.486"" sš 17° 4´ 11.141"" vd",10500243,"1,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,102","0,213",n/a,"0,029","0,001","0,153",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490311_CZ.html,"MEGAWASTE-EKOTERM, s.r.o.",382200,U Spalovny 4225/6,796 01 Prostějov,"49° 27´ 49.318"" sš 17° 8´ 26.957"" vd",25339702,"1,1",odpad,"4,089","0,118",n/a,"0,033","0,073","0,090226",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870372_CZ.html,M.F.A.KONŠEL s.r.o.,161000,78,798 04 Myslejovice,"49° 25´ 6.953"" sš 17° 1´ 15.133"" vd",10528709,"0,6",dřevní biomasa,"1,860","4,050",n/a,"0,830",n/a,"0,000",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/632760033_CZ.html,Minam,451100,Olomoucká 277/208,796 07 Držovice,"49° 29´ 19.625"" sš 17° 7´ 41.529"" vd",n/a,,,n/a,n/a,n/a,"0,000",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710801132_CZ.html,"MORAVSKÁ VODÁRENSKÁ, a.s. - Kralice na Hané",360000,,798 12 Prostějov,"49° 27´ 53.053"" sš 17° 9´ 11.733"" vd",n/a,"1,1","kalový plyn, zemní plyn (průměrná výhř. 34050 kJ/m3)","0,973","1,578",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710870592_CZ.html,Mubea IT Spring Wire s.r.o.,259300,Dolní 3137/100,796 01 Prostějov,"49° 27´ 52.655"" sš 17° 7´ 52.872"" vd",24838187,"2,4",zemní plyn (průměrná výhř. 34050 kJ/m3),"3,059","5,249","0,753","1,218",n/a,"0,070",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733490143_CZ.html,Mubea Stabilizer Bar Systems s.r.o.,293200,Dolní,796 01 Prostějov,"49° 27´ 44.511"" sš 17° 7´ 51.883"" vd",n/a,"1,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"5,376","11,160","5,046","0,246",n/a,"0,000500",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/711118101_CZ.html,"Mürdter Dvořák, lisovna, spol. s r.o. - lakovna",222900,19,798 14 Olšany u Prostějova,"49° 32´ 18.208"" sš 17° 9´ 21.848"" vd",10549382,,,n/a,n/a,"2,978","0,000",n/a,"1,047",n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/703040023_CZ.html,ONIVON a.s. - provozovna Němčice nad Hanou,351400,Masarykova,798 27 Němčice nad Hanou,"49° 20´ 31.004"" sš 17° 13´ 3.002"" vd",n/a,,,"0,221","8,106",n/a,"0,595",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/733498071_CZ.html,Palírna U Zeleného stromu a.s.,110100,Dykova 4260/8,796 01 Prostějov,"49° 28´ 26.548"" sš 17° 6´ 12.045"" vd",25339915,"5,9",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,611","0,014",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710803152_CZ.html,PEDOP s.r.o. - kamenolom Baldovec,494100,225,798 62 Rozstání,"49° 24´ 46.409"" sš 16° 48´ 52.285"" vd",10594124,,,n/a,n/a,n/a,"7,848",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710801912_CZ.html,"PENAM, a.s. - pekárna Prostějov",107100,J. B. Pecky 3589/13,796 01 Prostějov,"49° 28´ 35.529"" sš 17° 6´ 8.269"" vd",24843164,"2,3",zemní plyn (průměrná výhř. 34050 kJ/m3),"0,209","0,045",n/a,n/a,n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710804092_CZ.html,"Pila K+L, s.r.o. - kotelna na DO",161000, 142,798 26 Doloplazy,"49° 20´ 42.705"" sš 17° 9´ 24.251"" vd",26318920,"0,7",dřevní biomasa,"0,452","1,220",n/a,"0,435","0,008",n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710802802_CZ.html,"PILA MINX, s.r.o. - průmyslové zpracování dřeva Niva",162400,65,798 61 Niva,"49° 26´ 37.083"" sš 16° 51´ 16.845"" vd",27654451,,,n/a,n/a,n/a,"0,072",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/710804352_CZ.html,"Pila Otaslavice, s.r.o. - pila",161000,549,798 06 Otaslavice,"49° 23´ 1.572"" sš 17° 4´ 36.787"" vd",28386221,,,n/a,n/a,n/a,"0,150",n/a,n/a,n/a,n/a
http://portal.chmi.cz/files/portal/docs/uoco/web_generator/plants/CZ071/774720013_CZ.html,PINEWOOD s.r.o. - provoz Určice,161000,502,798 04 Určice,"49° 26´ 7.914"" sš 17° 4´ 27.036"" vd",70847436,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
