zdroj_id,nazev,mnozstvi
665410023,těkavé organické látky (VOC),4.805
530980612,tuhé znečišťující látky,0.001
630080023,tuhé znečišťující látky,0.024
630080023,oxidy dusíku,0.083
630080023,oxid uhelnatý,0.003
530970572,těkavé organické látky (VOC),0.816
743850901,oxid siřičitý,0.0
743850901,oxidy dusíku,0.019
743850901,oxid uhelnatý,0.595
743850901,organické látky vyjádřené jako TOC,0.121
743850901,amoniak,0.004
743850901,dichlormethan,0.006072
743850901,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.00036
641140781,tuhé znečišťující látky,1.334
641140781,oxid siřičitý,8.789
641140781,oxidy dusíku,13.221
641140781,oxid uhelnatý,8.739
641140781,organické látky vyjádřené jako TOC,1.7
670570023,oxidy dusíku,3.615
670570023,oxid uhelnatý,0.139
670570023,těkavé organické látky (VOC),1.778
655010013,tuhé znečišťující látky,0.007
530370022,tuhé znečišťující látky,0.213
530370022,oxidy dusíku,9.531
530370022,oxid uhelnatý,22.021
530903302,oxid uhelnatý,0.149
530903302,amoniak,0.167
717970063,oxidy dusíku,0.052
717970063,oxid uhelnatý,0.002
717970063,těkavé organické látky (VOC),0.155
530801752,tuhé znečišťující látky,0.03
530801752,těkavé organické látky (VOC),0.131
725350371,oxidy dusíku,0.761
725350371,oxid uhelnatý,0.069
530770212,oxidy dusíku,2.373
530770212,oxid uhelnatý,4.034
530870302,tuhé znečišťující látky,0.129
530870302,oxidy dusíku,13.894
530870302,oxid uhelnatý,25.292
530870192,oxidy dusíku,0.003
530870192,oxid uhelnatý,0.0
698800063,oxidy dusíku,1.607
698800063,oxid uhelnatý,0.169
698800073,oxidy dusíku,2.137
698800073,oxid uhelnatý,0.385
760968031,tuhé znečišťující látky,0.002
760968031,oxid siřičitý,0.0
760968031,oxidy dusíku,0.01
760968031,oxid uhelnatý,0.0
698800093,tuhé znečišťující látky,0.0
698800093,oxid siřičitý,0.0
698800093,oxidy dusíku,0.044
698800093,oxid uhelnatý,0.002
698800093,organické látky vyjádřené jako TOC,0.002
530800072,tuhé znečišťující látky,0.046
530800072,oxidy dusíku,0.122
530800072,oxid uhelnatý,0.324
785460521,tuhé znečišťující látky,0.019
785460521,oxidy dusíku,0.482
785460521,oxid uhelnatý,0.012
785460521,těkavé organické látky (VOC),0.005
626070013,oxidy dusíku,10.526
626070013,oxid uhelnatý,2.953
530801332,oxidy dusíku,0.013
530801332,oxid uhelnatý,0.001
530700772,oxidy dusíku,0.087
530700772,oxid uhelnatý,0.023
530700772,organické látky vyjádřené jako TOC,0.36
530700772,těkavé organické látky (VOC),0.36
530870322,oxidy dusíku,10.09
530870322,oxid uhelnatý,0.25
530870332,oxidy dusíku,6.72
530870332,oxid uhelnatý,0.31
531000092,tuhé znečišťující látky,0.001
531000092,oxid siřičitý,0.001
531000092,oxidy dusíku,0.041
531000092,oxid uhelnatý,0.009
530870252,tuhé znečišťující látky,0.082
530870262,tuhé znečišťující látky,0.175
685670153,tuhé znečišťující látky,0.328
760960083,těkavé organické látky (VOC),0.046
530800262,tuhé znečišťující látky,0.022
530800262,oxidy dusíku,0.076
530800262,oxid uhelnatý,0.009
725350013,oxidy dusíku,1.336
725350013,oxid uhelnatý,0.036
725350123,oxidy dusíku,0.756
725350123,oxid uhelnatý,0.988
685670183,oxidy dusíku,0.875
685670183,oxid uhelnatý,1.045
725350023,oxidy dusíku,1.356
725350023,oxid uhelnatý,0.035
531270092,oxidy dusíku,0.404
531270092,oxid uhelnatý,0.531
760968021,oxidy dusíku,8.507
760968021,oxid uhelnatý,0.44
531270102,oxidy dusíku,1.219
531270102,oxid uhelnatý,0.127
531000162,tuhé znečišťující látky,0.0
531000162,oxid siřičitý,0.0
531000162,oxidy dusíku,0.063
531000162,oxid uhelnatý,0.022
725350153,těkavé organické látky (VOC),0.008
531200122,těkavé organické látky (VOC),0.011
698800103,oxidy dusíku,0.008
698800103,organické látky vyjádřené jako TOC,0.014
601680013,těkavé organické látky (VOC),0.058
760950191,tuhé znečišťující látky,0.68
760950191,oxidy dusíku,0.072
760950191,oxid uhelnatý,0.004
760950191,těkavé organické látky (VOC),4.533
531000192,tuhé znečišťující látky,0.01
531000192,oxidy dusíku,0.034
531000192,oxid uhelnatý,0.08
531000192,organické látky vyjádřené jako TOC,0.003
531000192,těkavé organické látky (VOC),2.154
531000202,tuhé znečišťující látky,0.501
531000202,oxidy dusíku,0.488
531000202,oxid uhelnatý,0.061
530800192,těkavé organické látky (VOC),0.099
530870112,tuhé znečišťující látky,17.738
531270352,oxidy dusíku,0.209
531270352,oxid uhelnatý,0.052
760960101,oxidy dusíku,0.035
760960101,oxid uhelnatý,0.002
531201592,oxidy dusíku,0.05
531201592,oxid uhelnatý,0.016
760960053,oxidy dusíku,0.0
760960053,oxid uhelnatý,0.0
760960053,organické látky vyjádřené jako TOC,1.439
760960053,amoniak,0.006
762660013,těkavé organické látky (VOC),0.018
762660023,oxidy dusíku,0.088
762660023,oxid uhelnatý,0.18
531270492,tuhé znečišťující látky,0.23
530700182,tuhé znečišťující látky,2.892
616660013,organické látky vyjádřené jako TOC,0.008
530801032,tuhé znečišťující látky,0.011
659330761,tuhé znečišťující látky,0.023
659330761,oxidy dusíku,17.05
659330761,oxid uhelnatý,25.23
531000232,oxidy dusíku,0.124
531000232,oxid uhelnatý,0.003
530800342,oxidy dusíku,0.006
530800342,oxid uhelnatý,0.001
530800352,oxidy dusíku,0.009
530800352,oxid uhelnatý,0.001
698800051,oxidy dusíku,0.575
698800051,oxid uhelnatý,0.241
659330013,tuhé znečišťující látky,2.262
659330013,oxidy dusíku,4.662
659330013,oxid uhelnatý,5.664
685670971,tuhé znečišťující látky,0.0
685670971,oxid siřičitý,0.0
685670971,oxidy dusíku,0.0
685670971,oxid uhelnatý,0.0
685670971,organické látky vyjádřené jako TOC,0.321
685670971,těkavé organické látky (VOC),0.402
698808201,tuhé znečišťující látky,0.009
698808201,oxidy dusíku,14.01
698808201,oxid uhelnatý,19.6
530802142,oxidy dusíku,0.017
530802142,oxid uhelnatý,0.003
772420023,tuhé znečišťující látky,0.0
772420023,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.0
772420023,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.01
530700252,organické látky vyjádřené jako TOC,0.281
685670013,tuhé znečišťující látky,0.189
685670013,oxid siřičitý,1.109
685670013,oxidy dusíku,0.243
685670013,oxid uhelnatý,0.176
685670013,organické látky vyjádřené jako TOC,0.042
685670013,těkavé organické látky (VOC),0.099
531270272,organické látky vyjádřené jako TOC,0.006
531000272,tuhé znečišťující látky,0.428
531000282,tuhé znečišťující látky,0.236
607710033,organické látky vyjádřené jako TOC,0.144
607710033,těkavé organické látky (VOC),0.18
530700302,těkavé organické látky (VOC),1.296
531201312,tuhé znečišťující látky,0.001
531201312,oxid siřičitý,0.0
531201312,oxidy dusíku,0.095
531201312,oxid uhelnatý,0.0
530802132,oxidy dusíku,0.06
530802132,oxid uhelnatý,0.003
530802132,těkavé organické látky (VOC),0.013
531000402,tuhé znečišťující látky,0.002
531000402,oxidy dusíku,0.22
531000402,oxid uhelnatý,0.008
725350093,organické látky vyjádřené jako TOC,0.522
698800083,oxidy dusíku,0.0
698800083,oxid uhelnatý,0.0
530701092,tuhé znečišťující látky,0.001
530701092,organické látky vyjádřené jako TOC,0.001
531201082,těkavé organické látky (VOC),0.005
659320033,tuhé znečišťující látky,0.0
659320033,oxid siřičitý,0.0
659320033,oxidy dusíku,0.0
659320033,oxid uhelnatý,0.0
531000442,tuhé znečišťující látky,7.032
662410171,tuhé znečišťující látky,0.578
662410171,oxid siřičitý,0.372
662410171,oxidy dusíku,2.518
662410171,oxid uhelnatý,6.474
662410171,organické látky vyjádřené jako TOC,2.509
531000332,oxidy dusíku,0.565
725350163,tuhé znečišťující látky,0.011
725350163,oxidy dusíku,0.001
725350163,oxid uhelnatý,0.0
725350163,těkavé organické látky (VOC),0.271
693340023,oxidy dusíku,0.273
693340023,oxid uhelnatý,0.046
530800572,oxidy dusíku,0.071
530800572,oxid uhelnatý,0.002
737970013,tuhé znečišťující látky,0.032
737970013,oxidy dusíku,0.094
737970013,oxid uhelnatý,0.262
530800622,tuhé znečišťující látky,0.578
530800622,oxid siřičitý,8.793
530800622,oxidy dusíku,1.247
530800622,oxid uhelnatý,1.831
531070052,tuhé znečišťující látky,0.011
530770252,těkavé organické látky (VOC),0.009
531201352,tuhé znečišťující látky,0.099
531201352,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.02856
531201352,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.016065
531000362,tuhé znečišťující látky,0.012
531000362,oxid siřičitý,0.0
531000362,oxidy dusíku,0.08
531000362,oxid uhelnatý,0.017
531000362,organické látky vyjádřené jako TOC,0.129
531070032,organické látky vyjádřené jako TOC,0.007
608040781,tuhé znečišťující látky,0.036
608040781,oxidy dusíku,0.545
608040781,oxid uhelnatý,18.516
530870272,oxidy dusíku,11.873
530870272,oxid uhelnatý,15.903
531201542,tuhé znečišťující látky,1.014
531201542,oxidy dusíku,11.523
531201542,oxid uhelnatý,29.773
531201542,těkavé organické látky (VOC),2.472
530800602,tuhé znečišťující látky,0.093
614070501,tuhé znečišťující látky,13.067
614070501,oxid siřičitý,139.903
614070501,oxidy dusíku,5.101
614070501,oxid uhelnatý,80.148
614070501,organické látky vyjádřené jako TOC,6.733
531200422,tuhé znečišťující látky,0.977
531200422,oxidy dusíku,0.056
531200422,oxid uhelnatý,0.002
713100023,těkavé organické látky (VOC),0.867
530800652,tuhé znečišťující látky,0.12
531201202,oxidy dusíku,0.075
531201202,oxid uhelnatý,0.018
725350071,tuhé znečišťující látky,0.04
725350071,oxidy dusíku,0.181
725350071,oxid uhelnatý,0.1
725350071,organické látky vyjádřené jako TOC,0.844
725350071,těkavé organické látky (VOC),1.043
530800662,oxidy dusíku,0.091
530800662,oxid uhelnatý,0.016
531000422,oxidy dusíku,0.129
531000422,oxid uhelnatý,0.009
530870132,oxidy dusíku,0.03
530870132,oxid uhelnatý,0.009
530800672,oxidy dusíku,0.189
530800672,oxid uhelnatý,0.009
530800672,organické látky vyjádřené jako TOC,1.9
531000432,oxidy dusíku,0.02
531000432,oxid uhelnatý,0.007
531000432,těkavé organické látky (VOC),1.422
530770062,tuhé znečišťující látky,0.001
530770062,oxid siřičitý,0.001
530770062,oxidy dusíku,0.001
530770062,oxid uhelnatý,0.001
530770062,organické látky vyjádřené jako TOC,0.002
685670123,oxidy dusíku,31.45
685670123,oxid uhelnatý,9.002
685670123,organické látky vyjádřené jako TOC,13.322
685670123,amoniak,14.18
685670163,tuhé znečišťující látky,0.207
685670163,oxidy dusíku,2.444
685670163,oxid uhelnatý,11.675
685670163,organické látky vyjádřené jako TOC,1.977
685670163,formaldehyd,1.466
685670021,tuhé znečišťující látky,0.785
685670021,oxid siřičitý,79.427
685670021,oxidy dusíku,165.842
685670021,oxid uhelnatý,11.312
685670021,organické látky vyjádřené jako TOC,0.152
685670021,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.000552
685670021,arsen,0.000683
685670021,"cin a jeho sloučeniny, vyjádřené jako Sn",0.005352
685670021,chrom (bez šestimocného chromu),0.000894
685670021,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.000368
685670021,"kobalt a jeho sloučeniny, vyjádřené jako Co",0.00028
685670021,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.000744
685670021,"měď a její sloučeniny, vyjádřené jako Cu",0.141876996
685670021,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.004923
685670021,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.010153
685670021,"selen a jeho sloučeniny, vyjádřené jako Se",0.000683
685670021,"vanad a jeho sloučeniny, vyjádřené jako V",0.000263
685670021,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.066
685670021,plynné sloučeniny chloru vyjádřené jako chlorovodík,1.429
531270172,tuhé znečišťující látky,0.042
531270172,oxid siřičitý,1.26
531270172,oxidy dusíku,0.737
531270172,oxid uhelnatý,1.214
531270172,organické látky vyjádřené jako TOC,0.112
760960033,oxidy dusíku,0.1
760960033,oxid uhelnatý,0.0
760960033,organické látky vyjádřené jako TOC,0.091
697900013,tuhé znečišťující látky,0.277
697900013,oxidy dusíku,0.848
697900013,oxid uhelnatý,0.836
530700452,organické látky vyjádřené jako TOC,0.007
530700452,těkavé organické látky (VOC),0.321
531000502,tuhé znečišťující látky,0.001
531000502,oxid siřičitý,0.001
531000502,oxidy dusíku,0.008
531000502,oxid uhelnatý,0.005
531000502,organické látky vyjádřené jako TOC,0.004
760950111,oxidy dusíku,1.131
760950111,oxid uhelnatý,0.013
698800181,tuhé znečišťující látky,0.103
725350271,oxidy dusíku,0.136
725350271,oxid uhelnatý,0.004
725350391,tuhé znečišťující látky,0.007
725350391,oxidy dusíku,0.161
725350391,oxid uhelnatý,0.032
725350391,těkavé organické látky (VOC),4.834
617490013,oxidy dusíku,0.017
617490013,oxid uhelnatý,0.001
530802152,oxidy dusíku,0.003
530802152,oxid uhelnatý,0.001
530802152,organické látky vyjádřené jako TOC,0.095
530802152,těkavé organické látky (VOC),0.807
530800932,tuhé znečišťující látky,0.118
530800932,těkavé organické látky (VOC),1.4
530801082,tuhé znečišťující látky,0.106
530801082,oxid siřičitý,0.086
530801082,oxidy dusíku,6.213
530801082,oxid uhelnatý,12.707
530801082,organické látky vyjádřené jako TOC,0.0
531000582,organické látky vyjádřené jako TOC,0.878
531000782,amoniak,0.038
530802102,amoniak,0.043
530802092,amoniak,0.016
530801852,amoniak,0.028
760968071,oxidy dusíku,0.013
760968071,oxid uhelnatý,0.002
760968071,organické látky vyjádřené jako TOC,2.241
685670283,tuhé znečišťující látky,0.0
685670283,oxid siřičitý,0.0
685670283,oxidy dusíku,0.0
685670283,oxid uhelnatý,0.0
685670283,organické látky vyjádřené jako TOC,0.0
685670283,těkavé organické látky (VOC),0.0
685670283,amoniak,0.0
530801972,tuhé znečišťující látky,0.003
531000752,tuhé znečišťující látky,0.006
531201332,tuhé znečišťující látky,0.005
531200932,tuhé znečišťující látky,0.036
531200932,oxid siřičitý,0.02
531200932,oxidy dusíku,0.143
531200932,oxid uhelnatý,0.086
530770232,tuhé znečišťující látky,0.076
530770232,oxid siřičitý,1.371
530770232,oxidy dusíku,6.383
530770232,oxid uhelnatý,10.72
530700612,tuhé znečišťující látky,0.022
530700612,oxidy dusíku,0.173
530700612,oxid uhelnatý,0.25
530700632,tuhé znečišťující látky,0.006
530700632,oxidy dusíku,0.088
530700632,oxid uhelnatý,0.105
530700622,tuhé znečišťující látky,0.097
530700622,oxid siřičitý,0.526
530700622,oxidy dusíku,13.594
530700622,oxid uhelnatý,22.177
530770182,tuhé znečišťující látky,0.0
530770182,oxid siřičitý,2.245
530770182,oxidy dusíku,9.879
530770182,oxid uhelnatý,16.074
765700911,tuhé znečišťující látky,0.124
765700911,oxid siřičitý,1.96
765700911,oxidy dusíku,7.571
765700911,oxid uhelnatý,12.766
530700032,oxidy dusíku,0.039
530700032,oxid uhelnatý,0.008
530700032,těkavé organické látky (VOC),0.012
703001141,tuhé znečišťující látky,0.153
703001141,oxid siřičitý,0.683
703001141,oxidy dusíku,12.287
703001141,oxid uhelnatý,23.292
531201142,tuhé znečišťující látky,0.097
531201142,oxid siřičitý,0.136
531201142,oxidy dusíku,0.377
531201142,oxid uhelnatý,0.364
530700732,tuhé znečišťující látky,0.024
530700732,oxid siřičitý,0.625
530700732,oxidy dusíku,8.025
530700732,oxid uhelnatý,3.481
711500641,tuhé znečišťující látky,0.021
711500641,oxid siřičitý,0.004
711500641,oxidy dusíku,0.115
711500641,oxid uhelnatý,0.049
711500641,organické látky vyjádřené jako TOC,0.028
531201022,tuhé znečišťující látky,2.088
531201022,oxidy dusíku,0.208
531201022,oxid uhelnatý,2.071
531300302,tuhé znečišťující látky,0.012
531300302,oxid siřičitý,0.004
531300302,oxidy dusíku,0.14
531300302,oxid uhelnatý,0.076
531300302,těkavé organické látky (VOC),0.993
531470382,tuhé znečišťující látky,0.0
531470382,oxid siřičitý,0.0
531470382,oxidy dusíku,0.01
531470382,oxid uhelnatý,0.03
531470382,těkavé organické látky (VOC),0.01
796918071,tuhé znečišťující látky,0.024
796918071,oxid siřičitý,0.009
796918071,oxidy dusíku,2.384
796918071,oxid uhelnatý,0.29
531400072,těkavé organické látky (VOC),0.027
531570222,těkavé organické látky (VOC),1.59
530600032,těkavé organické látky (VOC),0.047
770460073,tuhé znečišťující látky,0.075
770460073,oxid siřičitý,0.132
770460073,oxidy dusíku,0.656
770460073,oxid uhelnatý,0.689
775270183,tuhé znečišťující látky,0.0
775270183,oxid siřičitý,0.0
775270183,oxidy dusíku,0.0
775270183,oxid uhelnatý,0.0
775270183,organické látky vyjádřené jako TOC,0.0
775270183,těkavé organické látky (VOC),0.0
633938121,tuhé znečišťující látky,0.112
633938121,oxidy dusíku,1.901
633938121,oxid uhelnatý,1.418
633938121,organické látky vyjádřené jako TOC,3.525
633938121,těkavé organické látky (VOC),7.87
633938121,amoniak,2.29
640010013,těkavé organické látky (VOC),0.254
666838081,tuhé znečišťující látky,0.088
666838081,oxid siřičitý,1.339
666838081,oxidy dusíku,14.272
666838081,oxid uhelnatý,0.174
678920631,oxidy dusíku,2.685
678920631,oxid uhelnatý,0.04
678920631,organické látky vyjádřené jako TOC,6.498
530601232,těkavé organické látky (VOC),0.113
531470372,tuhé znečišťující látky,0.05
531470372,oxidy dusíku,15.886
531470372,oxid uhelnatý,31.265
685300013,tuhé znečišťující látky,0.011
717650313,tuhé znečišťující látky,3.696
531570262,oxidy dusíku,0.004
531570262,oxid uhelnatý,0.001
621750113,tuhé znečišťující látky,0.0
790951311,oxidy dusíku,24.911
790951311,oxid uhelnatý,11.749
794368341,oxidy dusíku,0.164
794368341,oxid uhelnatý,0.007
794368341,těkavé organické látky (VOC),4.608
775270173,tuhé znečišťující látky,0.26
531300092,oxidy dusíku,0.248
531300092,oxid uhelnatý,0.0
531300092,organické látky vyjádřené jako TOC,0.016
531470012,tuhé znečišťující látky,0.055
531470012,oxid siřičitý,0.083
531470012,oxidy dusíku,0.305
531470012,oxid uhelnatý,0.79
531470012,těkavé organické látky (VOC),0.073
531402642,tuhé znečišťující látky,0.03
531402642,těkavé organické látky (VOC),5.292
651970721,tuhé znečišťující látky,0.001
651970721,oxidy dusíku,0.008
651970721,oxid uhelnatý,0.0
651970721,organické látky vyjádřené jako TOC,0.519
651970721,těkavé organické látky (VOC),1.614
628910033,oxidy dusíku,0.947
628910033,oxid uhelnatý,0.004
628910033,těkavé organické látky (VOC),5.835
621750771,tuhé znečišťující látky,0.037
621750771,oxidy dusíku,0.653
621750771,oxid uhelnatý,0.021
621750771,organické látky vyjádřené jako TOC,3.003
621750771,těkavé organické látky (VOC),3.179
621750771,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.0013
621750771,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.00089
530170042,tuhé znečišťující látky,0.145
530170042,oxid siřičitý,3.753
530170042,oxidy dusíku,3.878
530170042,oxid uhelnatý,1.217
530100022,oxidy dusíku,0.013
530100022,oxid uhelnatý,0.004
530100022,těkavé organické látky (VOC),1.25
621750123,oxidy dusíku,0.587
621750123,oxid uhelnatý,0.808
681370013,oxidy dusíku,2.325
681370013,oxid uhelnatý,0.069
621820023,oxidy dusíku,0.424
621820023,oxid uhelnatý,0.518
788228361,oxidy dusíku,2.085
788228361,oxid uhelnatý,0.102
775270053,oxidy dusíku,8.05
775270053,oxid uhelnatý,1.378
775270063,oxidy dusíku,2.147
775270063,oxid uhelnatý,0.135
788228371,oxidy dusíku,0.778
788228371,oxid uhelnatý,0.035
531470082,oxidy dusíku,0.267
531470082,oxid uhelnatý,0.001
530500092,oxidy dusíku,0.079
530500092,oxid uhelnatý,0.009
531500882,oxidy dusíku,0.458
531500882,oxid uhelnatý,0.014
531500162,tuhé znečišťující látky,0.072
531500162,oxid siřičitý,0.002
531500162,oxidy dusíku,0.126
531500162,oxid uhelnatý,0.261
531500152,tuhé znečišťující látky,0.062
531500152,oxid siřičitý,0.082
531500152,oxidy dusíku,3.98
531500152,oxid uhelnatý,4.219
531500152,organické látky vyjádřené jako TOC,3.446
788220203,oxidy dusíku,0.1
788220203,oxid uhelnatý,0.024
788220203,těkavé organické látky (VOC),0.0
788220203,"zinek a jeho sloučeniny, vyjádřené jako Zn",9.152e-05
651970093,těkavé organické látky (VOC),0.237
531402152,oxidy dusíku,0.064
531402152,oxid uhelnatý,0.016
531402152,těkavé organické látky (VOC),1.31
788220063,oxidy dusíku,0.226
788220063,oxid uhelnatý,0.055
788220063,organické látky vyjádřené jako TOC,0.294
788220063,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.013317
621750203,tuhé znečišťující látky,0.067
621750203,oxid siřičitý,0.0
621750203,oxidy dusíku,11.614
621750203,oxid uhelnatý,0.005
621750203,organické látky vyjádřené jako TOC,0.013
530100112,tuhé znečišťující látky,0.0
530100112,oxidy dusíku,0.084
530100112,oxid uhelnatý,0.021
530100112,organické látky vyjádřené jako TOC,0.593
651970131,tuhé znečišťující látky,0.201
651970131,oxidy dusíku,0.143
651970131,oxid uhelnatý,0.029
651970131,organické látky vyjádřené jako TOC,0.001
651970131,těkavé organické látky (VOC),2.984
651970131,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.085
531501122,tuhé znečišťující látky,27.566
775270213,oxidy dusíku,0.006
775270213,oxid uhelnatý,0.002
678920013,oxidy dusíku,3.283
678920013,oxid uhelnatý,0.522
530670092,tuhé znečišťující látky,0.043
530670092,oxid siřičitý,0.979
530670092,oxidy dusíku,0.196
530670092,oxid uhelnatý,0.135
530670092,organické látky vyjádřené jako TOC,0.072
746220023,organické látky vyjádřené jako TOC,0.173
616750013,organické látky vyjádřené jako TOC,0.014
672550023,organické látky vyjádřené jako TOC,0.003
531300172,těkavé organické látky (VOC),0.013
788220093,tuhé znečišťující látky,0.419
530501102,tuhé znečišťující látky,0.303
794360033,tuhé znečišťující látky,0.324
531501292,těkavé organické látky (VOC),0.146
530100562,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.024
530170092,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.016
531400402,oxidy dusíku,0.151
531400402,oxid uhelnatý,0.004
531470422,těkavé organické látky (VOC),0.02
621750083,tuhé znečišťující látky,0.0
678920123,oxidy dusíku,0.08
678920123,oxid uhelnatý,0.02
678920143,oxidy dusíku,0.001
678920143,oxid uhelnatý,0.001
788228131,těkavé organické látky (VOC),0.141
531500992,tuhé znečišťující látky,0.42
531500992,oxid siřičitý,0.029
531500992,oxidy dusíku,0.322
531500992,oxid uhelnatý,1.34
531400312,oxidy dusíku,0.184
531400312,oxid uhelnatý,0.01
531400312,těkavé organické látky (VOC),0.508
620760601,tuhé znečišťující látky,0.015
620760601,oxid siřičitý,0.031
620760601,oxidy dusíku,1.452
620760601,oxid uhelnatý,0.72
620760601,organické látky vyjádřené jako TOC,0.029
531400322,těkavé organické látky (VOC),0.048
531500272,tuhé znečišťující látky,0.002
531500272,oxid siřičitý,0.001
531500272,oxidy dusíku,0.002
531500272,oxid uhelnatý,0.001
531500272,organické látky vyjádřené jako TOC,0.02
531500272,těkavé organické látky (VOC),0.21
788201071,tuhé znečišťující látky,0.858
788201071,těkavé organické látky (VOC),6.199
788200121,tuhé znečišťující látky,0.038
788200121,oxidy dusíku,3.156
788200121,oxid uhelnatý,0.135
788200121,organické látky vyjádřené jako TOC,34.189
788200121,těkavé organické látky (VOC),88.101
530100842,tuhé znečišťující látky,0.083
530100842,oxid siřičitý,0.17
530100842,oxidy dusíku,0.042
530100842,oxid uhelnatý,0.149
621750173,tuhé znečišťující látky,0.0
621750861,tuhé znečišťující látky,0.011
621750861,oxid siřičitý,0.006
621750861,oxidy dusíku,1.017
621750861,oxid uhelnatý,0.168
621750861,organické látky vyjádřené jako TOC,0.034
621750861,těkavé organické látky (VOC),1.64
531500412,tuhé znečišťující látky,0.055
530600602,tuhé znečišťující látky,0.05
531401242,tuhé znečišťující látky,0.011
794390013,těkavé organické látky (VOC),0.01
743980013,organické látky vyjádřené jako TOC,0.036
530100182,organické látky vyjádřené jako TOC,0.078
621750193,organické látky vyjádřené jako TOC,0.164
530500582,tuhé znečišťující látky,1.262
530500582,oxid siřičitý,0.03
530500582,oxidy dusíku,0.298
530500582,oxid uhelnatý,0.532
530170152,tuhé znečišťující látky,0.001
530170152,oxid siřičitý,0.0
530170152,oxidy dusíku,0.03
530170152,oxid uhelnatý,0.012
678920063,tuhé znečišťující látky,0.001
678920063,oxid siřičitý,0.0
678920063,oxidy dusíku,0.004
678920063,oxid uhelnatý,0.0
531570332,tuhé znečišťující látky,0.517
531570332,oxidy dusíku,13.412
531570332,oxid uhelnatý,26.386
665720043,tuhé znečišťující látky,0.006
665720043,oxid siřičitý,0.007
665720043,oxidy dusíku,0.111
665720043,oxid uhelnatý,0.044
665720043,organické látky vyjádřené jako TOC,0.0
531470312,tuhé znečišťující látky,1.667
531470312,oxidy dusíku,0.187
531470312,oxid uhelnatý,0.05
788220213,oxidy dusíku,0.795
788220213,oxid uhelnatý,0.001
788220223,oxidy dusíku,1.44
788220223,oxid uhelnatý,0.016
621750201,tuhé znečišťující látky,0.612
621750201,oxidy dusíku,1.295
621750201,oxid uhelnatý,4.403
621750201,organické látky vyjádřené jako TOC,0.958
621750201,těkavé organické látky (VOC),0.708
530670052,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.048048
531500352,tuhé znečišťující látky,0.054
531500352,oxid siřičitý,1.109
531500352,oxidy dusíku,0.218
531500352,oxid uhelnatý,0.116
621750141,tuhé znečišťující látky,0.0
621750141,oxidy dusíku,0.023
621750141,oxid uhelnatý,0.001
621750141,těkavé organické látky (VOC),0.276
621750141,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.062
531500542,tuhé znečišťující látky,4.402
794360043,tuhé znečišťující látky,1.497
794360043,oxid siřičitý,0.004
794360043,oxidy dusíku,0.404
794360043,oxid uhelnatý,0.392
530600172,tuhé znečišťující látky,0.007
530600172,oxid siřičitý,0.003
530600172,oxidy dusíku,0.36
530600172,oxid uhelnatý,0.006
530600172,organické látky vyjádřené jako TOC,0.816
530600192,tuhé znečišťující látky,0.002
530600192,oxid siřičitý,0.002
530600192,oxidy dusíku,0.018
530600192,oxid uhelnatý,0.009
530600192,organické látky vyjádřené jako TOC,0.002
530600182,tuhé znečišťující látky,0.004
530600182,oxid siřičitý,0.004
530600182,oxidy dusíku,0.14
530600182,oxid uhelnatý,0.005
530600182,organické látky vyjádřené jako TOC,0.016
788220221,oxidy dusíku,0.422
788220221,oxid uhelnatý,0.004
530600272,těkavé organické látky (VOC),0.199
530100602,oxidy dusíku,0.098
530100602,oxid uhelnatý,0.002
531300292,těkavé organické látky (VOC),0.433
680660071,tuhé znečišťující látky,1.548
680660071,oxidy dusíku,2.636
680660071,oxid uhelnatý,0.067
680660071,organické látky vyjádřené jako TOC,0.217
680660071,těkavé organické látky (VOC),0.017
680660071,"cin a jeho sloučeniny, vyjádřené jako Sn",0.0
680660071,"měď a její sloučeniny, vyjádřené jako Cu",0.0
680660071,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.0
680660071,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.0
680660071,styren,0.18
680660071,kyanidy vyjádřené jako CN,0.004
680660071,silné anorganické kyseliny,0.001
680660071,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.079
672550013,tuhé znečišťující látky,0.049
672551061,tuhé znečišťující látky,0.042
672551061,těkavé organické látky (VOC),23.888
775340013,tuhé znečišťující látky,0.002
775340013,těkavé organické látky (VOC),2.649
