zdroj_id,nazev,mnozstvi
670190481,oxid siřičitý,29.229
670190481,oxidy dusíku,9.575
670190481,oxid uhelnatý,10.046
670190481,organické látky vyjádřené jako TOC,1.282
683940033,tuhé znečišťující látky,0.042
776780053,oxidy dusíku,6.044
776780053,oxid uhelnatý,0.567
656930581,těkavé organické látky (VOC),2.548
627490103,tuhé znečišťující látky,0.083
520206292,tuhé znečišťující látky,0.065
520206292,oxidy dusíku,0.267
520206292,oxid uhelnatý,0.17
520206292,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.032999
776780033,tuhé znečišťující látky,0.327
776780033,oxid siřičitý,0.4
776780033,oxidy dusíku,1.709
776780033,oxid uhelnatý,1.126
776780033,Kyselina sirova,0.0004
776780063,tuhé znečišťující látky,0.866
776780063,oxidy dusíku,0.738
776780063,oxid uhelnatý,0.439
670190041,tuhé znečišťující látky,3.459
670190041,oxidy dusíku,1.467
670190041,oxid uhelnatý,2.672
670190041,organické látky vyjádřené jako TOC,5.636
670190041,těkavé organické látky (VOC),8.676
670190041,amoniak,2.25
521301332,tuhé znečišťující látky,0.674
521301332,oxidy dusíku,0.011
521301332,oxid uhelnatý,0.0
682528161,tuhé znečišťující látky,0.002
682528161,oxidy dusíku,3.66
682528161,oxid uhelnatý,5.837
631420371,tuhé znečišťující látky,1.513
631420371,oxidy dusíku,0.446
631420371,oxid uhelnatý,0.078
631420371,organické látky vyjádřené jako TOC,2.958
623290023,tuhé znečišťující látky,3.399
520244722,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.00817
521300462,oxidy dusíku,0.249
521300462,oxid uhelnatý,0.001
744100073,tuhé znečišťující látky,0.001
744100073,oxid siřičitý,0.0
744100073,oxidy dusíku,0.005
744100073,oxid uhelnatý,0.0
520270032,tuhé znečišťující látky,0.108
520270032,oxidy dusíku,0.352
520270032,oxid uhelnatý,0.398
520270032,těkavé organické látky (VOC),0.854
739550013,tuhé znečišťující látky,0.0
620200013,těkavé organické látky (VOC),3.621
744100063,oxid siřičitý,0.159
744100063,oxidy dusíku,1.421
744100063,oxid uhelnatý,2.265
744100063,těkavé organické látky (VOC),0.044
520807412,tuhé znečišťující látky,0.079
520807412,oxidy dusíku,0.407
520807412,oxid uhelnatý,0.196
521300992,oxidy dusíku,7.486
521300992,oxid uhelnatý,16.354
521301162,tuhé znečišťující látky,9.698
521300712,tuhé znečišťující látky,14.271
627490043,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.01194
521300112,tuhé znečišťující látky,0.864
521300112,oxid siřičitý,0.106
521300112,oxidy dusíku,2.532
521300112,oxid uhelnatý,2.304
521370352,tuhé znečišťující látky,0.031
521370352,oxidy dusíku,0.093
521370352,oxid uhelnatý,0.13
521370132,tuhé znečišťující látky,0.143
521370132,oxid siřičitý,0.03
521370132,oxidy dusíku,0.373
521370132,oxid uhelnatý,0.439
670190043,tuhé znečišťující látky,0.0
521370022,oxidy dusíku,0.073
521370022,oxid uhelnatý,0.021
521300282,tuhé znečišťující látky,0.011
521300282,těkavé organické látky (VOC),0.957
795220023,tuhé znečišťující látky,0.233
772420073,tuhé znečišťující látky,0.171
772420073,oxidy dusíku,0.514
772420073,oxid uhelnatý,2.313
683940063,tuhé znečišťující látky,0.0
520809582,tuhé znečišťující látky,1.259
520809582,oxidy dusíku,0.299
520809582,oxid uhelnatý,0.039
521300072,oxidy dusíku,0.675
521300072,oxid uhelnatý,4.511
521300072,organické látky vyjádřené jako TOC,0.288
776780073,tuhé znečišťující látky,0.002
776780073,těkavé organické látky (VOC),0.868
670350013,tuhé znečišťující látky,2.639
627490093,oxidy dusíku,0.047
627490093,oxid uhelnatý,0.012
627490093,organické látky vyjádřené jako TOC,0.038
670190561,tuhé znečišťující látky,0.0
670190561,oxidy dusíku,0.023
670190561,oxid uhelnatý,0.001
670190561,těkavé organické látky (VOC),2.254
521300272,těkavé organické látky (VOC),0.106
521301222,tuhé znečišťující látky,0.005
521301222,oxidy dusíku,0.252
521301222,oxid uhelnatý,0.012
521301222,těkavé organické látky (VOC),0.0
521301222,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.009
521370112,tuhé znečišťující látky,0.531
521370112,oxidy dusíku,0.054
521370112,oxid uhelnatý,0.003
618628071,tuhé znečišťující látky,26.5
618628071,oxid siřičitý,121.302
618628071,oxidy dusíku,51.365
618628071,oxid uhelnatý,1.128
618628071,organické látky vyjádřené jako TOC,38.395
618628071,amoniak,67.021
618628071,acetaldehyd (ethanal),0.287963
618628071,formaldehyd,0.268727
618628071,fenol,2.028
618628071,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.062
618628071,sírovodík,0.009
618628071,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.386
689090013,tuhé znečišťující látky,0.159
689090013,oxidy dusíku,1.19
689090013,oxid uhelnatý,0.283
689090013,těkavé organické látky (VOC),0.118
689090013,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.006
520812062,tuhé znečišťující látky,7.885
520812062,oxidy dusíku,27.394
520812062,oxid uhelnatý,2.148
520812062,těkavé organické látky (VOC),0.024
795220033,tuhé znečišťující látky,0.065
520205852,tuhé znečišťující látky,0.002
520205852,oxid siřičitý,0.002
520205852,oxidy dusíku,0.212
520205852,oxid uhelnatý,0.054
520205852,organické látky vyjádřené jako TOC,0.01
520213272,tuhé znečišťující látky,0.002
520213272,oxid siřičitý,0.002
520213272,oxidy dusíku,0.156
520213272,oxid uhelnatý,0.036
520213272,organické látky vyjádřené jako TOC,0.008
678190051,tuhé znečišťující látky,6.534
678190051,oxidy dusíku,19.123
678190051,oxid uhelnatý,7.771
678190051,organické látky vyjádřené jako TOC,0.615
678190051,těkavé organické látky (VOC),427.909
678190051,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.015
678190083,oxidy dusíku,30.128
678190083,oxid uhelnatý,2.362
520270022,oxidy dusíku,1.341
520270022,oxid uhelnatý,2.28
744100241,tuhé znečišťující látky,0.956
744100241,oxid siřičitý,70.585
744100241,oxidy dusíku,28.381
744100241,oxid uhelnatý,11.019
622650031,tuhé znečišťující látky,26.481
622650031,oxid siřičitý,402.41
622650031,oxidy dusíku,111.318
622650031,oxid uhelnatý,237.737
622650031,organické látky vyjádřené jako TOC,4.699
622650031,amoniak,0.003
776780043,těkavé organické látky (VOC),0.978
776780221,oxidy dusíku,0.117
776780221,oxid uhelnatý,0.002
776780013,tuhé znečišťující látky,0.025
752420013,tuhé znečišťující látky,2.962
752420013,oxid siřičitý,1.617
752420013,oxidy dusíku,9.062
752420013,oxid uhelnatý,24.825
520870012,tuhé znečišťující látky,0.304
521300182,tuhé znečišťující látky,0.044
521300182,oxidy dusíku,0.203
521300182,oxid uhelnatý,0.167
521370412,tuhé znečišťující látky,0.166
521370412,oxid siřičitý,0.387
521370412,oxidy dusíku,0.401
521370412,oxid uhelnatý,0.649
626580651,tuhé znečišťující látky,0.157
626580651,oxid siřičitý,2.392
626580651,oxidy dusíku,9.397
626580651,oxid uhelnatý,17.05
620208101,tuhé znečišťující látky,0.009
620208101,oxid siřičitý,0.988
620208101,oxidy dusíku,12.538
620208101,oxid uhelnatý,28.277
620208101,organické látky vyjádřené jako TOC,0.0
627498181,oxidy dusíku,12.867
627498181,oxid uhelnatý,29.165
622658131,tuhé znečišťující látky,0.061
622658131,oxidy dusíku,6.894
622658131,oxid uhelnatý,15.933
622658141,tuhé znečišťující látky,0.024
622658141,oxidy dusíku,0.341
622658141,oxid uhelnatý,0.085
651240601,tuhé znečišťující látky,0.417
651240601,oxid siřičitý,2.131
651240601,oxidy dusíku,8.946
651240601,oxid uhelnatý,15.716
651240601,organické látky vyjádřené jako TOC,0.0
520570872,oxidy dusíku,3.531
520570872,oxid uhelnatý,7.248
521500012,těkavé organické látky (VOC),0.14
520300602,oxid uhelnatý,0.23
520300602,amoniak,0.257
521500212,tuhé znečišťující látky,0.021
521500212,oxidy dusíku,0.463
521500212,oxid uhelnatý,0.151
521500212,organické látky vyjádřené jako TOC,0.026
521500212,těkavé organické látky (VOC),0.835
521500212,silné anorganické kyseliny,0.001
743428081,oxidy dusíku,2.572
743428081,oxid uhelnatý,0.106
743428081,těkavé organické látky (VOC),3.836
769020113,tetrachlorethylen,0.069
653640023,oxidy dusíku,0.374
653640023,oxid uhelnatý,0.024
520370342,tuhé znečišťující látky,0.266
677060013,tuhé znečišťující látky,0.127
520370222,oxidy dusíku,0.0
520370222,oxid uhelnatý,0.0
521470092,tuhé znečišťující látky,4.152
633968161,tetrachlorethylen,0.003
521406812,těkavé organické látky (VOC),0.948
521470342,tuhé znečišťující látky,0.0
521470342,oxid siřičitý,0.0
521470342,oxidy dusíku,0.01
521470342,oxid uhelnatý,0.002
521470342,organické látky vyjádřené jako TOC,0.0
769220131,tuhé znečišťující látky,21.199
769220131,oxid siřičitý,797.321
769220131,oxidy dusíku,465.676
769220131,oxid uhelnatý,20.673
769220131,oxid uhličitý,454049.844
769220131,arsen,0.006771587
769220131,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.003241006
769220131,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.043179054
769220131,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.065778352
769220131,"rtuť její sloučeniny, vyjádřené jako Hg",0.012121966
769220131,polychlorované dibenzodioxiny a dibenzofurany,7.7819e-08
769220131,polycyklické aromatické uhlovodíky,0.000482275
769220131,polychlorované bifenyly,6.7532e-08
769220131,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",1.110341
769220131,plynné sloučeniny chloru vyjádřené jako chlorovodík,5.760995
633960011,tuhé znečišťující látky,2.408
633960011,oxid siřičitý,238.228
633960011,oxidy dusíku,49.786
633960011,oxid uhelnatý,28.202
633960011,oxid uhličitý,33481.781
633960011,arsen,0.000707471
633960011,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.000126566
633960011,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.001114156
633960011,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.003504473
633960011,"rtuť její sloučeniny, vyjádřené jako Hg",0.00136663
633960011,polychlorované dibenzodioxiny a dibenzofurany,3.406e-09
633960011,polycyklické aromatické uhlovodíky,3.078e-06
633960011,polychlorované bifenyly,2.51e-10
633960011,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.225479
633960011,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.266525
786308131,oxidy dusíku,3.039
786308131,oxid uhelnatý,1.08
786300073,oxidy dusíku,12.746
786300073,oxid uhelnatý,0.84
786340033,oxidy dusíku,3.591
786340033,oxid uhelnatý,0.299
769130461,oxidy dusíku,0.025
769130461,oxid uhelnatý,0.006
678910013,tuhé znečišťující látky,0.0
678910013,oxid siřičitý,0.0
678910013,oxidy dusíku,0.101
678910013,oxid uhelnatý,0.025
678910013,organické látky vyjádřené jako TOC,0.006
521401252,tuhé znečišťující látky,4.147
521570192,tuhé znečišťující látky,0.047
521570192,oxid siřičitý,0.855
521570192,oxidy dusíku,2.551
521570192,oxid uhelnatý,4.431
521400062,tuhé znečišťující látky,0.03
521400062,oxidy dusíku,0.351
521400062,oxid uhelnatý,0.102
521400062,těkavé organické látky (VOC),0.247
794240671,tuhé znečišťující látky,0.367
794240671,oxidy dusíku,0.053
794240671,oxid uhelnatý,0.013
521500162,oxidy dusíku,0.039
521500162,oxid uhelnatý,0.059
521500162,těkavé organické látky (VOC),0.323
520300682,oxidy dusíku,0.039
520300682,oxid uhelnatý,0.002
520300472,tuhé znečišťující látky,0.262
520300472,oxidy dusíku,0.676
520300472,oxid uhelnatý,0.589
520370452,tuhé znečišťující látky,0.002
520370452,oxid siřičitý,0.01
520370452,oxidy dusíku,0.001
520370452,oxid uhelnatý,0.092
743140023,tuhé znečišťující látky,0.0
743140023,oxid siřičitý,0.0
743140023,oxidy dusíku,0.016
743140023,oxid uhelnatý,0.038
743140023,organické látky vyjádřené jako TOC,0.0
520300132,těkavé organické látky (VOC),0.923
633960771,tuhé znečišťující látky,0.021
633960771,oxidy dusíku,0.035
633960771,oxid uhelnatý,1.469
633960771,těkavé organické látky (VOC),5.412
521406642,těkavé organické látky (VOC),13.15
520300182,těkavé organické látky (VOC),7.034
521406582,oxidy dusíku,0.508
521406582,oxid uhelnatý,0.008
521406582,těkavé organické látky (VOC),0.029
520370032,oxidy dusíku,0.14
520370032,oxid uhelnatý,0.006
520370032,těkavé organické látky (VOC),9.324
520300172,těkavé organické látky (VOC),0.444
606550013,těkavé organické látky (VOC),0.292
634090013,těkavé organické látky (VOC),3.639
520370042,oxidy dusíku,0.522
520370042,oxid uhelnatý,3.235
520370042,těkavé organické látky (VOC),5.206
667540013,tuhé znečišťující látky,0.055
786300143,těkavé organické látky (VOC),6.93
769028061,těkavé organické látky (VOC),0.151
521407402,tuhé znečišťující látky,0.346
521407362,tuhé znečišťující látky,0.001
521407362,oxidy dusíku,0.137
521407362,oxid uhelnatý,0.013
521407362,organické látky vyjádřené jako TOC,0.034
521470222,tuhé znečišťující látky,0.003
521470222,organické látky vyjádřené jako TOC,0.325
633960033,tuhé znečišťující látky,0.001
633960033,oxid siřičitý,0.0
633960033,oxidy dusíku,0.003
633960033,oxid uhelnatý,0.0
521407352,tuhé znečišťující látky,0.001
521407352,oxid siřičitý,0.0
521407352,oxidy dusíku,0.004
521407352,oxid uhelnatý,0.0
786300063,tuhé znečišťující látky,0.001
786300063,oxid siřičitý,0.0
786300063,oxidy dusíku,0.005
786300063,oxid uhelnatý,0.0
794240023,oxidy dusíku,0.054
794240023,oxid uhelnatý,0.473
794240023,těkavé organické látky (VOC),0.12
521403062,tuhé znečišťující látky,0.749
521403062,oxid siřičitý,0.832
521403062,oxidy dusíku,1.143
521403062,oxid uhelnatý,5.21
521403062,organické látky vyjádřené jako TOC,15.206
678910721,tuhé znečišťující látky,0.041
678910721,těkavé organické látky (VOC),6.618
794240013,těkavé organické látky (VOC),1.131
761090551,organické látky vyjádřené jako TOC,0.201
761090551,těkavé organické látky (VOC),1.766
521500282,tuhé znečišťující látky,1.741
521500262,tuhé znečišťující látky,21.143
521500272,tuhé znečišťující látky,1.637
521500302,tuhé znečišťující látky,2.864
521500302,oxidy dusíku,0.529
521500302,oxid uhelnatý,1.402
521570202,tuhé znečišťující látky,0.001
521570202,oxid siřičitý,0.001
521570202,oxidy dusíku,0.05
521570202,oxid uhelnatý,0.004
521570202,organické látky vyjádřené jako TOC,0.005
521570202,těkavé organické látky (VOC),3.783
645770041,tuhé znečišťující látky,0.046
645770041,oxid siřičitý,0.732
645770041,oxidy dusíku,5.312
645770041,oxid uhelnatý,13.801
645770041,těkavé organické látky (VOC),0.44
761090491,tuhé znečišťující látky,0.022
761090491,oxidy dusíku,0.7
761090491,oxid uhelnatý,0.233
761090491,těkavé organické látky (VOC),0.32
521407312,tuhé znečišťující látky,0.954
665750281,tuhé znečišťující látky,0.033
665750281,oxidy dusíku,0.522
665750281,oxid uhelnatý,0.331
521501082,těkavé organické látky (VOC),0.011
769220511,tuhé znečišťující látky,0.054
769220511,těkavé organické látky (VOC),3.79
786300153,tuhé znečišťující látky,0.006
786300153,těkavé organické látky (VOC),0.63
521470172,oxidy dusíku,2.082
521470172,oxid uhelnatý,0.129
521470172,sírovodík,0.000866
786300033,oxidy dusíku,0.0
786300033,oxid uhelnatý,0.0
620670221,oxidy dusíku,0.771
620670221,oxid uhelnatý,0.083
645770631,těkavé organické látky (VOC),5.656
699790033,tuhé znečišťující látky,0.708
699790033,oxid siřičitý,7.571
699790033,oxidy dusíku,71.529
699790033,oxid uhelnatý,12.21
699790033,organické látky vyjádřené jako TOC,0.145
601150013,tuhé znečišťující látky,0.044
601150013,oxid siřičitý,0.0
601150013,oxidy dusíku,0.02
601150013,oxid uhelnatý,0.015
601150013,organické látky vyjádřené jako TOC,3.086
601150013,těkavé organické látky (VOC),0.966
769020371,tuhé znečišťující látky,0.007
769020371,oxid siřičitý,0.03
769020371,oxidy dusíku,0.949
769020371,oxid uhelnatý,0.068
769020371,organické látky vyjádřené jako TOC,0.014
769020371,"antimon a jeho sloučeniny, vyjádřené jako Sb",4.4e-05
769020371,arsen,2.5e-05
769020371,chrom (bez šestimocného chromu),9.1e-05
769020371,"kadmium a jeho sloučeniny, vyjádřené jako Cd",2.7e-05
769020371,"kobalt a jeho sloučeniny, vyjádřené jako Co",9e-06
769020371,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.000312
769020371,"měď a její sloučeniny, vyjádřené jako Cu",0.000166
769020371,"nikl a jeho sloučeniny, vyjádřené jako Ni",8.7e-05
769020371,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.000341
769020371,"rtuť její sloučeniny, vyjádřené jako Hg",6.3e-05
769020371,"thalium a jeho sloučeniny, vyjádřené jako Tl",4.5e-05
769020371,"vanad a jeho sloučeniny, vyjádřené jako V",1e-05
769020371,polychlorované dibenzodioxiny a dibenzofurany,1.93e-10
769020371,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.0
769020371,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.004
520300292,těkavé organické látky (VOC),1.327
521406372,organické látky vyjádřené jako TOC,0.077
521406372,těkavé organické látky (VOC),0.092
782760013,tuhé znečišťující látky,0.018
782760013,těkavé organické látky (VOC),0.095
521406602,oxidy dusíku,0.087
521406602,oxid uhelnatý,0.021
667540611,tuhé znečišťující látky,0.193
667540611,oxid siřičitý,0.003
667540611,oxidy dusíku,0.397
667540611,oxid uhelnatý,0.012
667540611,organické látky vyjádřené jako TOC,0.143
667540611,těkavé organické látky (VOC),9.916
743140033,tuhé znečišťující látky,0.294
521406382,oxidy dusíku,0.1
521406382,oxid uhelnatý,0.0
521406382,organické látky vyjádřené jako TOC,0.065
628758041,tuhé znečišťující látky,0.022
628758041,oxidy dusíku,0.05
628758041,oxid uhelnatý,0.007
628758041,těkavé organické látky (VOC),6.396
521570342,těkavé organické látky (VOC),0.208
521470062,tuhé znečišťující látky,0.0
521470062,oxidy dusíku,0.141
521470062,oxid uhelnatý,0.007
521470062,těkavé organické látky (VOC),1.918
521570032,tuhé znečišťující látky,0.0
521570032,oxidy dusíku,0.059
521570032,oxid uhelnatý,0.003
637990023,tuhé znečišťující látky,0.001
520300692,oxidy dusíku,0.03
520300692,oxid uhelnatý,0.003
520300692,těkavé organické látky (VOC),0.448
769020073,tuhé znečišťující látky,0.116
769020073,oxid siřičitý,0.088
769020073,oxidy dusíku,0.344
769020073,oxid uhelnatý,0.344
633960073,tuhé znečišťující látky,0.0
633960073,těkavé organické látky (VOC),0.646
786300161,tuhé znečišťující látky,0.334
786300161,těkavé organické látky (VOC),16.586
786300421,oxidy dusíku,5.884
786300421,oxid uhelnatý,0.175
720610033,tuhé znečišťující látky,0.0
521501342,tuhé znečišťující látky,0.002
521501342,oxid siřičitý,0.001
521501342,oxidy dusíku,0.001
521501342,oxid uhelnatý,0.001
521407152,tuhé znečišťující látky,0.001
521501172,oxidy dusíku,0.379
521501172,oxid uhelnatý,0.645
521406992,oxidy dusíku,2.051
521406992,oxid uhelnatý,3.487
521407142,těkavé organické látky (VOC),2.374
521570332,těkavé organické látky (VOC),0.405
520300372,těkavé organické látky (VOC),4.211
521402592,tuhé znečišťující látky,0.018
521402592,organické látky vyjádřené jako TOC,0.434
521402592,těkavé organické látky (VOC),0.719
520300112,tuhé znečišťující látky,0.107
520300112,oxid siřičitý,0.004
520300112,oxidy dusíku,0.093
520300112,oxid uhelnatý,0.106
521407182,organické látky vyjádřené jako TOC,7.018
521407182,těkavé organické látky (VOC),0.88
521470262,organické látky vyjádřené jako TOC,11.13
521470262,těkavé organické látky (VOC),1.492
520300432,oxidy dusíku,0.039
520300432,oxid uhelnatý,0.02
520300432,organické látky vyjádřené jako TOC,0.865
520300432,těkavé organické látky (VOC),0.688
769020083,oxidy dusíku,0.849
769020083,oxid uhelnatý,0.17
769020083,těkavé organické látky (VOC),6.498
783778121,tuhé znečišťující látky,0.054
783778121,oxidy dusíku,6.464
783778121,oxid uhelnatý,12.651
786300113,těkavé organické látky (VOC),0.112
521406142,oxidy dusíku,0.149
521406142,oxid uhelnatý,0.339
521501162,tuhé znečišťující látky,0.082
521501162,oxid siřičitý,0.413
521501162,oxidy dusíku,7.362
521501162,oxid uhelnatý,13.561
510301042,oxidy dusíku,0.17
510301042,oxid uhelnatý,0.009
510301042,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.016
656130073,tuhé znečišťující látky,0.213
656130073,oxid siřičitý,0.992
656130073,Kyselina sirova,0.174
656130073,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.121
510300882,tuhé znečišťující látky,0.008
510300882,oxidy dusíku,0.003
510300882,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.021216
510301032,těkavé organické látky (VOC),0.0
655971191,oxidy dusíku,0.469
655971191,oxid uhelnatý,0.114
655971191,organické látky vyjádřené jako TOC,0.273
655971191,těkavé organické látky (VOC),1.079
744341111,tuhé znečišťující látky,0.19
744341111,oxidy dusíku,0.047
744341111,oxid uhelnatý,0.0
510301012,tuhé znečišťující látky,0.058
510301012,oxidy dusíku,0.285
510301012,oxid uhelnatý,1.085
510301012,těkavé organické látky (VOC),0.218
510370062,oxidy dusíku,0.052
510370062,oxid uhelnatý,0.002
719110013,organické látky vyjádřené jako TOC,0.1
510370182,oxidy dusíku,0.008
510370182,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.0044
510300992,tuhé znečišťující látky,0.056
510300992,oxidy dusíku,0.095
510300992,oxid uhelnatý,0.003
660060013,tuhé znečišťující látky,0.004
660060013,oxidy dusíku,2.944
660060013,oxid uhelnatý,4.7
510870022,těkavé organické látky (VOC),0.019
655978071,tuhé znečišťující látky,0.0
655978071,oxidy dusíku,0.276
655978071,oxid uhelnatý,0.037
655978071,těkavé organické látky (VOC),0.0
510370262,tuhé znečišťující látky,0.0
510370262,chrom šestimocný,2e-06
765020013,oxidy dusíku,6.975
765020013,oxid uhelnatý,0.056
765030013,oxidy dusíku,0.098
765030013,oxid uhelnatý,0.146
765020251,tuhé znečišťující látky,0.024
765020251,oxid siřičitý,0.009
765020251,oxidy dusíku,2.049
765020251,oxid uhelnatý,4.394
765020251,organické látky vyjádřené jako TOC,0.0
510800312,tuhé znečišťující látky,0.004
510800312,oxid siřičitý,0.002
510800312,oxidy dusíku,0.08
510800312,oxid uhelnatý,0.037
510800312,organické látky vyjádřené jako TOC,0.0
625590013,tuhé znečišťující látky,0.012
511000062,oxidy dusíku,1.14
511000062,oxid uhelnatý,0.194
511000062,těkavé organické látky (VOC),1.726
751300061,tuhé znečišťující látky,0.987
751300061,oxid siřičitý,0.122
751300061,oxidy dusíku,0.982
751300061,oxid uhelnatý,1.11
751300061,těkavé organické látky (VOC),0.724
511000852,oxidy dusíku,0.06
511000852,oxid uhelnatý,0.002
511000852,těkavé organické látky (VOC),3.447
510900372,tuhé znečišťující látky,2.371
510370042,tuhé znečišťující látky,0.168
510300732,těkavé organické látky (VOC),0.453
656130083,těkavé organické látky (VOC),0.099
796220013,těkavé organické látky (VOC),0.094
511000802,oxidy dusíku,0.024
511000802,oxid uhelnatý,0.0
778748041,tuhé znečišťující látky,3.254
778748041,oxid siřičitý,18.427
778748041,oxidy dusíku,4.106
778748041,oxid uhelnatý,0.825
655971141,oxidy dusíku,0.048
655971141,oxid uhelnatý,0.002
655971141,organické látky vyjádřené jako TOC,0.108
655971141,těkavé organické látky (VOC),0.122
510800962,oxidy dusíku,0.107
510800962,oxid uhelnatý,1.429
510800062,organické látky vyjádřené jako TOC,0.03
510800062,"org. sloučeniny chloru, vyjádřené jako Cl",0.113
655970033,tuhé znečišťující látky,0.001
655970033,oxid siřičitý,0.0
655970033,oxidy dusíku,0.003
655970033,oxid uhelnatý,0.0
510370282,tuhé znečišťující látky,0.001
510370282,oxid siřičitý,0.0
510370282,oxidy dusíku,0.052
510370282,oxid uhelnatý,0.008
510301062,organické látky vyjádřené jako TOC,0.004
510370052,tuhé znečišťující látky,0.309
510370232,tuhé znečišťující látky,0.0
510370232,oxidy dusíku,0.079
510370232,oxid uhelnatý,0.012
510370232,organické látky vyjádřené jako TOC,0.29
510370232,těkavé organické látky (VOC),2.503
625580013,tuhé znečišťující látky,0.084
625580013,oxid siřičitý,0.088
625580013,oxidy dusíku,0.428
625580013,oxid uhelnatý,0.066
625580013,organické látky vyjádřené jako TOC,0.0
625580013,těkavé organické látky (VOC),0.0
625580013,amoniak,0.0
655978011,oxidy dusíku,0.165
655978011,oxid uhelnatý,0.007
655978011,těkavé organické látky (VOC),0.151
510301092,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.0
510870042,oxidy dusíku,0.006
510870042,oxid uhelnatý,0.002
510870042,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.0
510301122,oxidy dusíku,1.629
510301122,oxid uhelnatý,0.714
655970263,tuhé znečišťující látky,0.01
655970263,oxidy dusíku,0.01
655970263,oxid uhelnatý,0.048
655970263,těkavé organické látky (VOC),0.052
655970253,tuhé znečišťující látky,0.111
655970253,oxidy dusíku,0.104
655970253,oxid uhelnatý,0.518
655970253,těkavé organické látky (VOC),5.652
655970421,oxidy dusíku,0.07
655970421,oxid uhelnatý,0.003
510300982,těkavé organické látky (VOC),0.295
656030063,těkavé organické látky (VOC),2.098
511000822,tuhé znečišťující látky,0.0
511000822,oxid siřičitý,0.016
511000822,oxidy dusíku,0.008
511000822,oxid uhelnatý,0.0
511000822,organické látky vyjádřené jako TOC,0.0
655978031,oxidy dusíku,0.419
655978031,oxid uhelnatý,0.002
510300442,tuhé znečišťující látky,0.001
625590131,tuhé znečišťující látky,1.202
625590131,oxid siřičitý,2.954
625590131,oxidy dusíku,49.436
625590131,oxid uhelnatý,2.303
625590131,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.001251635
625590131,arsen,0.001014624
625590131,"cin a jeho sloučeniny, vyjádřené jako Sn",0.001992788
625590131,chrom (bez šestimocného chromu),0.00882
625590131,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.001935735
625590131,"kobalt a jeho sloučeniny, vyjádřené jako Co",0.004982093
625590131,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.00635171
625590131,"měď a její sloučeniny, vyjádřené jako Cu",0.019160759
625590131,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.005911006
625590131,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.006095465
625590131,"selen a jeho sloučeniny, vyjádřené jako Se",0.000986872
625590131,"vanad a jeho sloučeniny, vyjádřené jako V",0.001998246
625590131,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.224172
625590131,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.469063
625581061,tuhé znečišťující látky,0.206
625581061,oxid siřičitý,1.01
625581061,oxidy dusíku,6.904
625581061,oxid uhelnatý,1.083
625581061,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.00028948
625581061,arsen,0.000451496
625581061,"cin a jeho sloučeniny, vyjádřené jako Sn",0.000897728
625581061,chrom (bez šestimocného chromu),0.002257
625581061,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.000232894
625581061,"kobalt a jeho sloučeniny, vyjádřené jako Co",0.002310107
625581061,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.000149459
625581061,"měď a její sloučeniny, vyjádřené jako Cu",0.002463429
625581061,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.001808528
625581061,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.002979135
625581061,"selen a jeho sloučeniny, vyjádřené jako Se",0.000458769
625581061,"vanad a jeho sloučeniny, vyjádřené jako V",0.000897728
625581061,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.046921
