zdroj_id,nazev,mnozstvi
793410111,"rtuť její sloučeniny, vyjádřené jako Hg",4.74e-06
793410111,"thalium a jeho sloučeniny, vyjádřené jako Tl",1.218e-05
793410111,"vanad a jeho sloučeniny, vyjádřené jako V",1.218e-05
793410111,polychlorované dibenzodioxiny a dibenzofurany,2.02e-10
793410111,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.000114
793410111,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.0136
645740191,oxidy dusíku,0.004
645740191,oxid uhelnatý,0.001
793418111,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.001356
793418111,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.00546
605320013,tuhé znečišťující látky,0.146
645740033,tuhé znečišťující látky,0.0
736128151,organické látky vyjádřené jako TOC,11.875
736120361,organické látky vyjádřené jako TOC,23.589
736120311,organické látky vyjádřené jako TOC,15.849
793410383,oxidy dusíku,0.239
793410383,oxid uhelnatý,0.01
793410013,tuhé znečišťující látky,0.411
622015332,oxidy dusíku,0.054
622015332,oxid uhelnatý,0.002
622015332,těkavé organické látky (VOC),0.54
622015342,organické látky vyjádřené jako TOC,0.001
776740013,tuhé znečišťující látky,0.046
776740013,oxidy dusíku,0.162
776740013,oxid uhelnatý,0.07
736120023,organické látky vyjádřené jako TOC,6.378
622015632,tuhé znečišťující látky,1.492
622070352,tuhé znečišťující látky,0.02
622070352,oxidy dusíku,3.735
622070352,oxid uhelnatý,4.993
621200022,oxidy dusíku,5.128
621200022,oxid uhelnatý,1.33
621270082,oxidy dusíku,14.347
621270082,oxid uhelnatý,16.543
621200092,oxidy dusíku,0.014
621200092,oxid uhelnatý,0.055
622016852,organické látky vyjádřené jako TOC,0.617
622016852,těkavé organické látky (VOC),1.465
640390041,tuhé znečišťující látky,0.114
640390041,oxid siřičitý,5.508
640390041,oxidy dusíku,48.074
640390041,oxid uhelnatý,3.627
640390041,organické látky vyjádřené jako TOC,8.907
640390041,amoniak,4.74
640390041,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.000474336
640390041,arsen,0.000430416
640390041,"cin a jeho sloučeniny, vyjádřené jako Sn",0.000430416
640390041,chrom (bez šestimocného chromu),0.004541
640390041,chrom šestimocný,0.000167
640390041,"kadmium a jeho sloučeniny, vyjádřené jako Cd",6.1488e-05
640390041,"kobalt a jeho sloučeniny, vyjádřené jako Co",0.00013176
640390041,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.002354112
640390041,"měď a její sloučeniny, vyjádřené jako Cu",0.039308399
640390041,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.004936608
640390041,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.001827072
640390041,"selen a jeho sloučeniny, vyjádřené jako Se",0.000430416
640390041,"vanad a jeho sloučeniny, vyjádřené jako V",0.000430416
640390041,"org. sloučeniny fluoru, vyjádřené jako F",0.016856
640390041,"org. sloučeniny chloru, vyjádřené jako Cl",0.055137
622018252,oxidy dusíku,0.006
622018252,oxid uhelnatý,0.041
622070152,tuhé znečišťující látky,0.0
622070862,tuhé znečišťující látky,0.0
622070862,organické látky vyjádřené jako TOC,0.0
622070862,těkavé organické látky (VOC),0.0
622018722,organické látky vyjádřené jako TOC,2.356
622018712,organické látky vyjádřené jako TOC,1.177
640390101,oxidy dusíku,2.343
640390101,oxid uhelnatý,0.057
634170013,tuhé znečišťující látky,0.627
709930013,tuhé znečišťující látky,0.375
622025902,oxidy dusíku,0.39
622025902,oxid uhelnatý,0.663
622026002,tuhé znečišťující látky,0.003
622026002,těkavé organické látky (VOC),1.28
622070242,tuhé znečišťující látky,0.242
793418141,těkavé organické látky (VOC),3.314
622070342,tuhé znečišťující látky,0.009
622027672,tuhé znečišťující látky,0.016
622027672,oxid siřičitý,0.006
622027672,oxidy dusíku,0.957
622027672,oxid uhelnatý,1.361
622027672,organické látky vyjádřené jako TOC,0.329
793418091,oxidy dusíku,0.192
793418091,oxid uhelnatý,0.013
621200512,tuhé znečišťující látky,1.335
621200512,oxidy dusíku,6.638
621200512,oxid uhelnatý,8.477
622028902,tuhé znečišťující látky,0.008
622028902,oxidy dusíku,0.02
622028902,oxid uhelnatý,0.014
661050023,oxidy dusíku,1.938
661050023,oxid uhelnatý,3.176
622031302,tuhé znečišťující látky,0.078
622031302,oxidy dusíku,8.425
622031302,oxid uhelnatý,9.575
708610013,tuhé znečišťující látky,0.183
648801521,tuhé znečišťující látky,0.009
648801521,oxidy dusíku,0.066
648801521,oxid uhelnatý,0.063
622042302,tuhé znečišťující látky,0.002
622042302,oxid siřičitý,0.002
622042302,oxidy dusíku,0.215
622042302,oxid uhelnatý,0.036
622042302,organické látky vyjádřené jako TOC,0.007
793410121,tuhé znečišťující látky,0.009
793410121,oxid siřičitý,0.009
793410121,oxidy dusíku,0.941
793410121,oxid uhelnatý,0.156
793410121,organické látky vyjádřené jako TOC,0.031
622040002,tuhé znečišťující látky,0.002
622040002,oxid siřičitý,0.002
622040002,oxidy dusíku,0.2
622040002,oxid uhelnatý,0.033
622040002,organické látky vyjádřené jako TOC,0.006
622040602,tuhé znečišťující látky,0.004
622040602,oxid siřičitý,0.004
622040602,oxidy dusíku,0.4
622040602,oxid uhelnatý,0.066
622040602,organické látky vyjádřené jako TOC,0.013
622040802,tuhé znečišťující látky,0.005
622040802,oxid siřičitý,0.004
622040802,oxidy dusíku,0.485
622040802,oxid uhelnatý,0.08
622040802,organické látky vyjádřené jako TOC,0.016
622040702,tuhé znečišťující látky,0.005
622040702,oxid siřičitý,0.004
622040702,oxidy dusíku,0.495
622040702,oxid uhelnatý,0.082
622040702,organické látky vyjádřené jako TOC,0.016
793410161,tuhé znečišťující látky,0.008
793410161,oxid siřičitý,0.008
793410161,oxidy dusíku,0.809
793410161,oxid uhelnatý,0.134
793410161,organické látky vyjádřené jako TOC,0.026
622041102,tuhé znečišťující látky,0.002
622041102,oxid siřičitý,0.002
622041102,oxidy dusíku,0.228
622041102,oxid uhelnatý,0.038
622041102,organické látky vyjádřené jako TOC,0.007
622033202,tuhé znečišťující látky,0.07
622033202,těkavé organické látky (VOC),0.187
622033202,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.06
622043212,tuhé znečišťující látky,0.054
622043212,oxidy dusíku,0.449
622043212,oxid uhelnatý,0.348
622043212,těkavé organické látky (VOC),2.73
647340013,oxidy dusíku,0.436
647340013,oxid uhelnatý,0.799
650910343,oxidy dusíku,0.09
650910343,oxid uhelnatý,0.009
638070013,tuhé znečišťující látky,0.28
638070013,organické látky vyjádřené jako TOC,1.223
638070013,těkavé organické látky (VOC),0.979
410212552,tuhé znečišťující látky,0.035
410212552,oxid siřičitý,2.118
410212552,oxidy dusíku,1.298
410212552,oxid uhelnatý,2.892
410212822,tuhé znečišťující látky,0.006
600520491,tuhé znečišťující látky,0.0
600520491,oxid siřičitý,0.0
600520491,oxidy dusíku,0.005
600520491,oxid uhelnatý,0.001
600520491,organické látky vyjádřené jako TOC,3.326
410510802,oxidy dusíku,0.014
410510802,oxid uhelnatý,0.001
410510802,těkavé organické látky (VOC),0.48
410200412,tuhé znečišťující látky,11.706
410101062,těkavé organické látky (VOC),0.458
410101082,oxidy dusíku,1.352
410101082,oxid uhelnatý,0.343
410101082,organické látky vyjádřené jako TOC,0.675
410101082,těkavé organické látky (VOC),0.171
650910313,tuhé znečišťující látky,0.0
650910313,oxid siřičitý,0.0
650910313,oxidy dusíku,10.87
650910313,oxid uhelnatý,14.12
650910313,organické látky vyjádřené jako TOC,0.0
651020053,oxidy dusíku,0.259
651020053,oxid uhelnatý,0.071
651020053,organické látky vyjádřené jako TOC,0.088
651020053,těkavé organické látky (VOC),0.622
650910291,tuhé znečišťující látky,1.297
650910291,oxid siřičitý,25.016
650910291,oxidy dusíku,6.148
650910291,oxid uhelnatý,4.141
651070013,tuhé znečišťující látky,0.121
410201742,tuhé znečišťující látky,0.225
410201742,oxidy dusíku,0.002
410201742,oxid uhelnatý,0.0
688150043,oxidy dusíku,0.321
688150043,oxid uhelnatý,0.185
688150053,oxidy dusíku,0.394
688150053,oxid uhelnatý,0.227
651020063,tuhé znečišťující látky,0.04
651020063,oxidy dusíku,0.003
651020063,oxid uhelnatý,0.001
651020063,těkavé organické látky (VOC),0.072
410501472,oxidy dusíku,0.084
410501472,oxid uhelnatý,0.004
410501472,organické látky vyjádřené jako TOC,0.179
410212652,tuhé znečišťující látky,0.126
410212652,oxid siřičitý,3.288
410212652,oxidy dusíku,0.534
410212652,oxid uhelnatý,0.595
410212652,organické látky vyjádřené jako TOC,0.091
410212652,těkavé organické látky (VOC),0.245
410512552,tuhé znečišťující látky,0.465
410512552,oxid siřičitý,0.002
410512552,oxidy dusíku,6.155
410512552,oxid uhelnatý,0.693
410200282,oxidy dusíku,0.094
410200282,oxid uhelnatý,0.004
410200282,těkavé organické látky (VOC),0.678
650910053,tuhé znečišťující látky,0.403
638070023,tuhé znečišťující látky,0.122
638070023,oxidy dusíku,0.172
638070023,oxid uhelnatý,0.479
410201032,těkavé organické látky (VOC),2.3
647640681,tuhé znečišťující látky,0.0
647640681,oxidy dusíku,0.904
647640681,oxid uhelnatý,0.729
647640681,organické látky vyjádřené jako TOC,3.942
647640681,těkavé organické látky (VOC),0.723
410212542,tuhé znečišťující látky,0.16
410212542,oxid siřičitý,0.0
410212542,oxidy dusíku,0.035
410212542,oxid uhelnatý,0.001
410212542,organické látky vyjádřené jako TOC,0.003
410212542,těkavé organické látky (VOC),0.413
410212792,tuhé znečišťující látky,0.002
410212792,oxid siřičitý,0.002
410212792,oxidy dusíku,0.134
410212792,oxid uhelnatý,0.001
410212792,organické látky vyjádřené jako TOC,0.008
410200932,tuhé znečišťující látky,0.434
410200932,oxidy dusíku,5.822
410200932,oxid uhelnatý,4.666
651020241,tuhé znečišťující látky,0.09
651020241,oxidy dusíku,5.132
651020241,oxid uhelnatý,4.256
410100542,oxidy dusíku,0.072
410100542,oxid uhelnatý,0.046
410500722,oxidy dusíku,0.057
410500722,oxid uhelnatý,0.004
410201132,oxidy dusíku,1.578
410201132,oxid uhelnatý,1.777
410100102,oxidy dusíku,0.04
410100102,oxid uhelnatý,0.0
410100082,oxidy dusíku,0.035
410100082,oxid uhelnatý,0.002
410100042,oxidy dusíku,0.055
410100042,oxid uhelnatý,0.002
410100072,oxidy dusíku,0.018
410100072,oxid uhelnatý,0.001
698270023,těkavé organické látky (VOC),0.42
410212532,oxidy dusíku,0.064
410212532,oxid uhelnatý,0.0
410212532,organické látky vyjádřené jako TOC,0.379
410212532,těkavé organické látky (VOC),0.0
634648091,tuhé znečišťující látky,0.19
634648091,oxid siřičitý,46.46
634648091,oxidy dusíku,6.9
634648091,oxid uhelnatý,10.77
634648091,organické látky vyjádřené jako TOC,2.64
650910111,těkavé organické látky (VOC),4.024
691580053,tuhé znečišťující látky,0.0
410506852,těkavé organické látky (VOC),0.038
410170042,tuhé znečišťující látky,0.047
410200422,tuhé znečišťující látky,0.078
410200422,oxidy dusíku,0.029
410200422,oxid uhelnatý,0.018
410200432,tuhé znečišťující látky,0.064
410200432,oxidy dusíku,0.023
410200432,oxid uhelnatý,0.014
410200442,tuhé znečišťující látky,0.038
410200442,oxidy dusíku,0.031
410200442,oxid uhelnatý,0.016
410270502,tuhé znečišťující látky,0.017
410270522,tuhé znečišťující látky,0.002
410270532,tuhé znečišťující látky,0.006
410502522,tuhé znečišťující látky,0.142
410502522,oxidy dusíku,0.145
410502522,oxid uhelnatý,0.545
410270092,organické látky vyjádřené jako TOC,1.415
638078051,organické látky vyjádřené jako TOC,0.141
638078051,těkavé organické látky (VOC),0.176
709520023,tuhé znečišťující látky,0.0
709520023,těkavé organické látky (VOC),0.0
410200092,tuhé znečišťující látky,0.002
410200092,oxid siřičitý,0.001
410200092,oxidy dusíku,0.073
410200092,oxid uhelnatý,0.0
410200092,organické látky vyjádřené jako TOC,0.007
698270033,tuhé znečišťující látky,0.008
698270033,oxidy dusíku,0.09
698270033,oxid uhelnatý,0.279
410270232,tuhé znečišťující látky,0.948
410503872,oxidy dusíku,0.984
410503872,oxid uhelnatý,0.041
410170132,těkavé organické látky (VOC),0.672
410212602,oxidy dusíku,0.123
410212602,oxid uhelnatý,0.005
410212602,organické látky vyjádřené jako TOC,0.142
410212602,těkavé organické látky (VOC),0.599
778330511,oxidy dusíku,0.673
778330511,oxid uhelnatý,0.011
650910113,tuhé znečišťující látky,0.136
650910113,oxidy dusíku,0.696
650910113,oxid uhelnatý,0.259
701740043,tuhé znečišťující látky,0.007
701740043,oxidy dusíku,0.008
701740043,oxid uhelnatý,0.013
676650013,tuhé znečišťující látky,0.003
748100013,tuhé znečišťující látky,0.267
748100013,oxidy dusíku,0.825
748100013,oxid uhelnatý,0.586
651050671,oxidy dusíku,0.015
651050671,oxid uhelnatý,0.001
651050671,těkavé organické látky (VOC),1.443
673340281,tuhé znečišťující látky,2.638
673340281,oxidy dusíku,0.351
673340281,oxid uhelnatý,0.01
410201582,tuhé znečišťující látky,0.005
410201582,oxidy dusíku,0.026
410201582,oxid uhelnatý,0.001
410201582,těkavé organické látky (VOC),0.179
410512732,tuhé znečišťující látky,0.127
410101022,tuhé znečišťující látky,0.0
600520021,tuhé znečišťující látky,0.0
600520021,oxid siřičitý,0.0
600520021,oxidy dusíku,1.445
600520021,oxid uhelnatý,0.301
600520021,organické látky vyjádřené jako TOC,0.0
650910251,tuhé znečišťující látky,0.0
650910251,oxid siřičitý,0.0
650910251,oxidy dusíku,2.26
650910251,oxid uhelnatý,1.332
650910251,organické látky vyjádřené jako TOC,0.0
650910121,tuhé znečišťující látky,0.0
650910121,oxid siřičitý,0.0
650910121,oxidy dusíku,6.367
650910121,oxid uhelnatý,0.294
650910121,organické látky vyjádřené jako TOC,0.0
650910131,tuhé znečišťující látky,0.0
650910131,oxid siřičitý,0.0
650910131,oxidy dusíku,4.441
650910131,oxid uhelnatý,2.715
650910131,organické látky vyjádřené jako TOC,0.0
650910221,tuhé znečišťující látky,0.0
650910221,oxid siřičitý,0.0
650910221,oxidy dusíku,1.517
650910221,oxid uhelnatý,2.092
650910221,organické látky vyjádřené jako TOC,0.0
410200392,oxidy dusíku,0.14
410200392,oxid uhelnatý,0.012
650910013,těkavé organické látky (VOC),1.017
650910273,těkavé organické látky (VOC),0.099
691600171,tuhé znečišťující látky,0.243
691600171,oxid siřičitý,0.541
691600171,oxidy dusíku,75.264
691600171,oxid uhelnatý,58.32
691600171,oxid uhličitý,4669.544
650910363,tuhé znečišťující látky,0.03
410101132,tuhé znečišťující látky,0.089
410100432,oxidy dusíku,0.002
410100432,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.000209
767940013,tuhé znečišťující látky,0.0
767940013,oxidy dusíku,0.001
767940013,oxid uhelnatý,0.015
715980023,oxidy dusíku,0.031
715980023,oxid uhelnatý,0.003
410304052,tuhé znečišťující látky,0.414
410600702,oxid siřičitý,0.031
410600702,"cin a jeho sloučeniny, vyjádřené jako Sn",3.582e-06
410600702,"nikl a jeho sloučeniny, vyjádřené jako Ni",3.605e-05
410600702,Kyselina sirova,0.010068
410600702,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.004297
658390361,tuhé znečišťující látky,0.002
658390361,oxid siřičitý,0.001
658390361,oxidy dusíku,0.208
658390361,oxid uhelnatý,0.035
658390361,organické látky vyjádřené jako TOC,0.007
658390361,těkavé organické látky (VOC),5.632
410303942,tuhé znečišťující látky,0.301
410303942,oxid siřičitý,0.19
410303942,oxidy dusíku,0.178
410303942,oxid uhelnatý,0.625
410303942,těkavé organické látky (VOC),0.126
797760123,tuhé znečišťující látky,0.01
797760123,oxidy dusíku,7.83
797760123,oxid uhelnatý,8.93
745890013,tuhé znečišťující látky,0.003
410371652,tuhé znečišťující látky,0.0
410371652,oxid siřičitý,0.0
410371652,oxidy dusíku,0.017
410371652,oxid uhelnatý,0.006
410371652,těkavé organické látky (VOC),0.373
785910013,tuhé znečišťující látky,0.011
785910013,oxidy dusíku,2.256
785910013,oxid uhelnatý,0.324
715880023,těkavé organické látky (VOC),0.06
606750023,oxidy dusíku,0.664
606750023,oxid uhelnatý,0.382
656430083,oxidy dusíku,1.215
656430083,oxid uhelnatý,0.439
410301812,tuhé znečišťující látky,0.099
410301812,oxid siřičitý,0.0
410301812,oxidy dusíku,1.857
410301812,oxid uhelnatý,0.233
410301812,organické látky vyjádřené jako TOC,0.0
410300082,oxidy dusíku,0.028
410300082,oxid uhelnatý,0.009
410300082,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.004
693130013,tuhé znečišťující látky,0.004
693130013,oxidy dusíku,0.349
693130013,oxid uhelnatý,0.448
693130013,organické látky vyjádřené jako TOC,0.02
663540013,tuhé znečišťující látky,0.004
663540013,oxid siřičitý,0.0
663540013,oxidy dusíku,0.093
663540013,oxid uhelnatý,0.01
663540013,organické látky vyjádřené jako TOC,0.006
624580311,tuhé znečišťující látky,0.01
624580311,oxidy dusíku,0.646
624580311,oxid uhelnatý,0.298
410300792,tuhé znečišťující látky,2.475
410300482,tuhé znečišťující látky,0.187
410300482,oxid siřičitý,0.0
410300482,oxidy dusíku,2.691
410300482,oxid uhelnatý,0.183
410300482,organické látky vyjádřené jako TOC,0.011
410304102,tuhé znečišťující látky,0.134
410304102,oxidy dusíku,0.012
410304102,oxid uhelnatý,0.001
663430041,tuhé znečišťující látky,0.111
663430041,oxidy dusíku,3.365
663430041,oxid uhelnatý,3.319
663430041,organické látky vyjádřené jako TOC,1.261
410303932,oxidy dusíku,0.211
410303932,oxid uhelnatý,0.069
410303932,těkavé organické látky (VOC),0.12
410370532,tuhé znečišťující látky,0.114
410370532,oxidy dusíku,0.501
410370532,oxid uhelnatý,0.53
410301212,oxidy dusíku,0.033
410301212,oxid uhelnatý,0.001
410302342,tuhé znečišťující látky,0.177
410302332,tuhé znečišťující látky,1.167
663438061,oxidy dusíku,10.13
663438061,oxid uhelnatý,2.01
756440013,oxidy dusíku,0.275
756440013,oxid uhelnatý,0.036
410300262,oxidy dusíku,0.17
410300262,oxid uhelnatý,0.048
678690261,oxidy dusíku,1.023
678690261,oxid uhelnatý,0.024
648528271,tuhé znečišťující látky,0.001
410304142,tuhé znečišťující látky,0.012
410304142,oxid siřičitý,0.006
410304142,oxidy dusíku,0.582
410304142,oxid uhelnatý,0.125
410304142,organické látky vyjádřené jako TOC,0.033
410600352,těkavé organické látky (VOC),0.084
663690033,tuhé znečišťující látky,0.013
410300862,tuhé znečišťující látky,0.001
410301392,oxidy dusíku,0.326
410301392,oxid uhelnatý,0.016
715888051,tuhé znečišťující látky,0.447
715888051,oxidy dusíku,0.728
715888051,oxid uhelnatý,0.309
715888051,organické látky vyjádřené jako TOC,0.607
715888051,těkavé organické látky (VOC),4.488
410303502,tuhé znečišťující látky,0.008
702620081,tuhé znečišťující látky,0.023
702620081,oxidy dusíku,0.03
663430171,tuhé znečišťující látky,0.266
663430171,oxid siřičitý,0.029
663430171,oxidy dusíku,4.315
663430171,oxid uhelnatý,0.256
663430171,amoniak,0.0
663430171,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.001459
663430171,arsen,2.1e-05
663430171,"cin a jeho sloučeniny, vyjádřené jako Sn",2.3e-05
663430171,chrom (bez šestimocného chromu),4e-05
663430171,"kadmium a jeho sloučeniny, vyjádřené jako Cd",5e-06
663430171,"kobalt a jeho sloučeniny, vyjádřené jako Co",4e-06
663430171,"mangan a jeho sloučeniny, vyjádřené jako Mn",5.3e-05
663430171,"měď a její sloučeniny, vyjádřené jako Cu",7.6e-05
663430171,"nikl a jeho sloučeniny, vyjádřené jako Ni",2e-05
663430171,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.000139
663430171,"selen a jeho sloučeniny, vyjádřené jako Se",0.000142
663430171,"vanad a jeho sloučeniny, vyjádřené jako V",1.6e-05
663430171,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.004593
663430171,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.009186
715820421,tuhé znečišťující látky,0.015
715820421,oxidy dusíku,0.006
715820421,oxid uhelnatý,0.01
715820421,těkavé organické látky (VOC),3.496
702620481,tuhé znečišťující látky,0.021
702620481,oxid siřičitý,0.007
702620481,oxidy dusíku,2.002
702620481,oxid uhelnatý,2.223
702620481,organické látky vyjádřené jako TOC,0.071
702620481,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.122
410670062,oxidy dusíku,0.308
410670062,oxid uhelnatý,0.02
410600392,tuhé znečišťující látky,0.0
410600392,oxid siřičitý,0.0
410600392,oxidy dusíku,0.01
410600392,oxid uhelnatý,0.0
410600392,organické látky vyjádřené jako TOC,0.0
767940401,tuhé znečišťující látky,0.207
767940401,oxidy dusíku,0.55
767940401,oxid uhelnatý,0.433
767940401,těkavé organické látky (VOC),0.242
410304212,tuhé znečišťující látky,0.87
410304212,oxid siřičitý,0.024
410304212,oxidy dusíku,1.289
410304212,oxid uhelnatý,3.718
715880101,tuhé znečišťující látky,2.54
715880101,oxid siřičitý,35.995
715880101,oxidy dusíku,51.184
715880101,oxid uhelnatý,54.005
715880101,arsen,0.000249
715880101,"kadmium a jeho sloučeniny, vyjádřené jako Cd",7.3e-05
715880101,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.000393
715880101,"rtuť její sloučeniny, vyjádřené jako Hg",0.000273
715880101,polychlorované dibenzodioxiny a dibenzofurany,8e-11
715880101,polycyklické aromatické uhlovodíky,0.000201837
715880101,polychlorované bifenyly,3.5e-10
715880101,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.484678
715880101,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.263031
410301592,tuhé znečišťující látky,0.003
410301592,oxidy dusíku,0.53
410301592,oxid uhelnatý,0.243
410301592,organické látky vyjádřené jako TOC,0.127
715988131,tuhé znečišťující látky,0.582
715988131,oxid siřičitý,29.078
715988131,oxidy dusíku,11.839
715988131,oxid uhelnatý,3.115
658390531,těkavé organické látky (VOC),0.189
410370492,těkavé organické látky (VOC),1.398
410370382,tuhé znečišťující látky,0.0
410370382,oxidy dusíku,0.008
410370382,oxid uhelnatý,0.001
410301442,tuhé znečišťující látky,1.67
410301442,oxidy dusíku,0.401
410301442,oxid uhelnatý,1.504
608940033,tuhé znečišťující látky,0.008
608948241,tuhé znečišťující látky,0.004
695558161,tuhé znečišťující látky,0.004
608938151,tuhé znečišťující látky,0.013
745898181,tuhé znečišťující látky,0.003
745898191,tuhé znečišťující látky,0.009
410302282,tuhé znečišťující látky,3.357
410302282,oxidy dusíku,0.519
410302282,oxid uhelnatý,1.449
410301452,tuhé znečišťující látky,1.72
410301452,oxidy dusíku,1.62
410301452,oxid uhelnatý,1.714
702620073,organické látky vyjádřené jako TOC,0.059
410303482,tuhé znečišťující látky,0.268
797760053,těkavé organické látky (VOC),0.071
767940151,oxidy dusíku,0.482
767940151,oxid uhelnatý,0.023
745880013,tuhé znečišťující látky,0.0
745880013,oxid siřičitý,0.0
745880013,oxidy dusíku,0.02
745880013,oxid uhelnatý,0.018
745880013,organické látky vyjádřené jako TOC,0.0
705258041,tuhé znečišťující látky,0.254
705258041,oxid siřičitý,0.019
705258041,oxidy dusíku,5.038
705258041,oxid uhelnatý,4.262
705258041,organické látky vyjádřené jako TOC,0.048
705258041,těkavé organické látky (VOC),2.772
410304152,tuhé znečišťující látky,0.019
410304152,oxidy dusíku,1.411
410304152,oxid uhelnatý,1.488
410607452,tuhé znečišťující látky,0.242
410607452,oxid siřičitý,1.524
410607452,oxidy dusíku,0.212
410607452,oxid uhelnatý,0.074
410607452,těkavé organické látky (VOC),0.952
410301082,tuhé znečišťující látky,0.01
410301082,oxid siřičitý,0.004
410301082,oxidy dusíku,0.317
410301082,oxid uhelnatý,0.016
410301082,organické látky vyjádřené jako TOC,0.033
410600602,oxidy dusíku,1.02
410600602,oxid uhelnatý,0.051
410670072,těkavé organické látky (VOC),0.001
715880093,tuhé znečišťující látky,0.205
715880093,oxidy dusíku,0.519
715880093,oxid uhelnatý,0.148
715880093,organické látky vyjádřené jako TOC,3.201
715880093,těkavé organické látky (VOC),0.601
410300592,tuhé znečišťující látky,0.0
410300592,oxidy dusíku,0.114
410300592,oxid uhelnatý,0.011
410300592,těkavé organické látky (VOC),1.611
715880103,oxidy dusíku,0.228
715880103,oxid uhelnatý,0.457
715880103,organické látky vyjádřené jako TOC,1.998
715880103,těkavé organické látky (VOC),0.003
410302102,tuhé znečišťující látky,1.425
410302102,oxidy dusíku,0.0
410302102,oxid uhelnatý,0.0
736510491,tuhé znečišťující látky,0.01
736510491,oxidy dusíku,3.649
736510491,oxid uhelnatý,2.043
797760431,tuhé znečišťující látky,0.834
797760431,oxid siřičitý,0.255
797760431,oxidy dusíku,4.47
797760431,oxid uhelnatý,6.549
410400392,oxidy dusíku,0.538
410400392,oxid uhelnatý,0.026
410400392,organické látky vyjádřené jako TOC,0.002
410701922,tuhé znečišťující látky,0.02
410701922,oxidy dusíku,0.126
410701922,oxid uhelnatý,0.401
410701922,těkavé organické látky (VOC),0.136
706680013,tuhé znečišťující látky,0.057
706680013,oxidy dusíku,0.21
706680013,oxid uhelnatý,0.353
706680013,organické látky vyjádřené jako TOC,0.439
410770222,tuhé znečišťující látky,0.114
410701842,tuhé znečišťující látky,1.3
410701842,oxid siřičitý,0.002
410701842,oxidy dusíku,0.625
410701842,oxid uhelnatý,1.601
410701842,organické látky vyjádřené jako TOC,0.014
410470062,tuhé znečišťující látky,0.063
644050063,oxidy dusíku,1.383
644050063,oxid uhelnatý,0.0
673290083,oxidy dusíku,3.886
673290083,oxid uhelnatý,0.647
673290073,oxidy dusíku,3.0
673290073,oxid uhelnatý,0.555
644050083,oxidy dusíku,7.949
644050083,oxid uhelnatý,2.419
410702042,tuhé znečišťující látky,0.181
410702042,oxid siřičitý,0.773
410702042,oxidy dusíku,1.842
410702042,oxid uhelnatý,0.491
410702042,organické látky vyjádřené jako TOC,1.658
410702042,formaldehyd,0.113
410702072,tuhé znečišťující látky,0.007
410702072,oxidy dusíku,1.174
410702072,oxid uhelnatý,0.092
410702072,organické látky vyjádřené jako TOC,0.096
686620013,oxidy dusíku,0.0
686620013,oxid uhelnatý,0.0
686620013,těkavé organické látky (VOC),1.05
672680013,tuhé znečišťující látky,0.001
672680013,oxidy dusíku,0.0
672680013,oxid uhelnatý,0.0
672680013,těkavé organické látky (VOC),1.233
614640013,tuhé znečišťující látky,11.665
614640013,oxid siřičitý,785.045
614640013,oxidy dusíku,292.92
614640013,oxid uhelnatý,267.252
614640013,oxid uhličitý,415770.625
614640013,arsen,0.13932611
614640013,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.004177877
614640013,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.240189821
614640013,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.183582634
614640013,"rtuť její sloučeniny, vyjádřené jako Hg",0.020203238
614640013,polychlorované dibenzodioxiny a dibenzofurany,6.633e-09
614640013,polycyklické aromatické uhlovodíky,0.000317004
614640013,polychlorované bifenyly,2.56467e-07
614640013,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.128081
614640013,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.402921
636330033,tuhé znečišťující látky,0.0
636330033,organické látky vyjádřené jako TOC,0.0
410701462,oxidy dusíku,1.7
410701462,oxid uhelnatý,2.9
410701462,těkavé organické látky (VOC),5.64
410701462,methan,22.21
410400312,tuhé znečišťující látky,0.008
410400312,oxid siřičitý,0.0
410400312,oxidy dusíku,0.0
410400312,oxid uhelnatý,0.0
410400312,organické látky vyjádřené jako TOC,0.383
652170061,tuhé znečišťující látky,0.0
652170061,těkavé organické látky (VOC),1.26
